ocean,region,site_name,sample,age_group,otolith,length_um,width_um,family
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,10,1486.623,1036.968,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,11,1714.72,1132.921,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-2,modern_bulk,12,2261.017,1446.834,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 1,AT13-2-8,Holocene_bulk,1,2013.23,1033.985,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-12,Holocene_bulk,2,1818.105,1076.076,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,3,N/A,1083.064,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,4,2136.276,1223.743,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-13,Holocene_bulk,5,1724.678,913.219,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,1,1710.118,999.89,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,2,1267.088,700.953,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,3,NA,1086.304,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,4,1750.915,969.187,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-10,Holocene_bulk,5,1955.219,1028.859,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-14,Holocene_bulk,1,NA,993.993,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-14,Holocene_bulk,2,2015.292,1105.558,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 2,AT13-3-14,Holocene_bulk,3,1443.525,841.191,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 3,AT13-4-4,Holocene_bulk,1,2220.721,1208.667,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 3,AT13-4-5,Holocene_bulk,2,2152.548,1204.989,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-1,Holocene_bulk,3,2036.396,1130.57,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-1,Holocene_bulk,4,2771.021,1609.746,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-2,Holocene_bulk,1,NA,1136.696,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-3,Holocene_bulk,2,2112.271,1118.076,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-3,Holocene_bulk,3,2123.442,1121.523,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 5,AT13-6-3,Holocene_bulk,4,2202.066,1215.303,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-2,Holocene_bulk,5,1740.157,1110.691,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 7,AT13-8-2,Holocene_bulk,6,1970.163,1091.371,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,1,1890.584,1140.042,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,2,1467.532,849.345,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,3,1508.586,980.916,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,4,NA,1159.275,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,5,2437.5,1425.739,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,6,1772.849,1131.048,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,7,2351.164,1417.635,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,8,2419.234,1411.497,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,9,2092.07,1303.763,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,10,1944.284,1076.554,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,11,1786.894,986.965,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,12,2126.974,1388.906,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-1,modern_bulk,13,2205.645,1415.994,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,1,1576.81,1019.248,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,2,1749.607,1009.79,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,3,1831.265,1118.663,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,4,2237.943,1310.055,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,5,1793.583,1129.991,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,6,2142.946,1142.09,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,7,2061.843,1016.759,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,8,1933.835,981.793,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-4-2,modern_bulk,9,2396.632,1589.244,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,1,1574.654,1067.683,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,2,NA,1194.862,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,3,1897.142,984.938,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9-2,Holocene_bulk,4,1173.898,851.464,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,1,1514.528,818.253,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,2,1170.796,800.216,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,3,2050.926,1256.06,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,4,1547.883,872.983,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,5,1816.188,1222.819,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,6,1853.334,1011.131,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,7,2988.191,1723.96,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-1,modern_bulk,8,1807.547,1161.52,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,1,1314.927,803.145,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,2,1702.775,1005.151,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,3,1799.56,1013.59,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,4,NA,1783.728,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,5,1077.205,1946.221,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,6,1165.781,1521.468,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,7,1030.905,2170.19,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-3,modern_bulk,8,1328.058,1932.892,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-5,modern_bulk,1,1638.326,971.31,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-5,modern_bulk,2,2156.096,1367.934,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-5,modern_bulk,3,2048.577,1297.99,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,4,2008.566,1174.605,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-3,Holocene_bulk,5,2599.98,1575.834,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,1,NA,1060.676,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,2,1631.733,846.579,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,3,1578.56,918.603,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,4,2054.433,1081.516,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,5,1863.894,1049.521,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10-2,Holocene_bulk,6,1701.779,935.027,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,1,1473.121,1039.815,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,2,1186.351,827.258,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,3,1473.242,1002.964,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,4,1627.115,889.963,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,5,1163.972,769.668,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,6,1997.909,1301.301,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,7,1920.63,1.077.752,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,8,NA,1165.452,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,9,2027.128,1055.984,Engraulidae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-7,modern_bulk,10,1707.455,987.998,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-1,modern_bulk,1,1967.888,1250.415,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-1,modern_bulk,2,NA,1170.917,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-1,modern_bulk,3,2041.452,1205.502,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-1,modern_bulk,4,2076.716,1354.069,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-1,modern_bulk,5,1547.892,1077.284,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,6,1360.227,906.818,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,7,1016.558,769.737,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,8,1145.475,798.839,Engraulidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,9,1600.759,1067.877,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-2,modern_bulk,1,2097.747,1303.508,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-4,modern_bulk,2,2128.592,1376.335,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-4,modern_bulk,3,2338.548,1441.765,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-4,modern_bulk,4,1987.739,1259.246,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-6,modern_bulk,5,NA,1389.55,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-6,modern_bulk,6,1929.135,1308.235,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,1,2073.541,1421.91,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,2,1556.097,1039.909,Engraulidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,3,2128.832,1147.517,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5-2,Holocene_bulk,4,2075.355,1112.131,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5-3,Holocene_bulk,1,1979.664,1162.661,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-1,Holocene_bulk,2,NA,773.825,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-1,Holocene_bulk,3,1413.937,799.099,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-1,Holocene_bulk,4,1772.419,914.852,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-1,Holocene_bulk,5,2039.74,1093.872,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-2,Holocene_bulk,1,2120.475,1107.82,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-6-3,Holocene_bulk,2,1285.174,821.308,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-7-3,Holocene_bulk,3,1372.269,806.994,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-7-3,Holocene_bulk,4,1700.274,912.983,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-2,Holocene_bulk,5,1736.238,985.359,Engraulidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,6,2001.41,1089.472,Engraulidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,1,1217.947,1110.402,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,2,1121.156,1002.857,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,3,1083.515,1101.328,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,4,803.215,1035.016,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,5,NA,970.017,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,6,754.159,748.11,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-5,Holocene_bulk,7,NA,1035.314,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-10,Holocene_bulk,1,1411.233,1296.154,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-6,Holocene_bulk,2,1270.525,1305.518,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-6,Holocene_bulk,3,1009.421,975.109,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-6,Holocene_bulk,4,975.109,987.726,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-6,Holocene_bulk,5,1128.141,1405.114,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-6,Holocene_bulk,6,845.685,940.8,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-9,Holocene_bulk,1,1409.134,1286.277,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,2,"929,293",810.815,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,3,1313.131,1200,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,4,727.941,827.111,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,5,777.561,836.249,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,6,823.102,772.162,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,7,1591.919,1438.475,Gobiidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-7,Holocene_bulk,8,1155.556,1127.273,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,1,1568.156,NA,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,2,994.442,1002.527,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,3,1059.121,1094.155,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,4,1311.33,1264.665,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,5,905.933,970.909,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,6,661.47,624.404,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,7,1251.834,1137.789,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,8,1592.724,1487.62,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,9,865.954,911.883,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-5-1,modern_bulk,10,1283.76,1242.659,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-1-1,modern_bulk,1,2478.003,2040.992,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-1-2,modern_bulk,2,1756.196,1640.305,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-1-2,modern_bulk,3,1218.703,1233.217,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-1-2,modern_bulk,4,1406.084,1388.395,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-1-2,modern_bulk,5,1312.385,1254.407,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-2-1,modern_bulk,1,1659.854,1529.558,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-2-1,modern_bulk,2,1330.478,1192.905,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-3-1,modern_bulk,3,810.466,953.961,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-3-1,modern_bulk,4,1715.874,1689.063,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-4-1,modern_bulk,1,1228.147,1058.205,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-4-1,modern_bulk,2,1149.058,1070.135,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-4-2,modern_bulk,3,897.574,989.218,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-4-2,modern_bulk,4,1358.491,1204.852,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-4-2,modern_bulk,5,714.286,832.884,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-2-2,modern_bulk,1,1355.361,1286.581,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-2-2,modern_bulk,2,962.913,958.867,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-3-2,modern_bulk,3,NA,1181.389,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-3-2,modern_bulk,4,1019.555,1197.572,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-5-1,modern_bulk,5,914.363,894.134,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-5-2,modern_bulk,6,1505.057,1343.223,Gobiidae
Caribbean,Bocas del Toro,Punta Caracol,AT13-10-5-2,modern_bulk,7,1227.242,1024.949,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-1-1,modern_bulk,1,1427.361,1212.84,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,2,1027.683,1103.504,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,3,725.075,761.181,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,4,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,5,784.683,854.552,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,6,1459.187,1220.02,Gobiidae
Caribbean,Bocas del Toro,Crawl Cay,AT13-11-2-1,modern_bulk,7,1060.128,1297.951,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,1,1983.871,1653.226,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,2,1082.028,884.159,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,3,1169.355,1177.419,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,4,1363.356,1246.431,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,5,717.742,766.129,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,6,1556.452,1258.065,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,7,1008.154,1049.686,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,8,715.054,830.645,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,9,951.613,931.452,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,10,1403.145,1207.808,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,11,837.555,872.246,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,12,765.683,825.973,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,13,1371.489,1398.723,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,14,1167.469,1007.205,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,15,883.469,946.679,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,16,758.065,900.538,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-1,modern_bulk,17,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,1,943.967,1177.064,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,2,1233.536,1109.596,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,3,1146.309,1119.463,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,4,1100.671,1065.101,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,5,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,6,812.258,831.624,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,7,1540.94,1436.242,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,8,794.631,926.174,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,9,2008.213,1930.905,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,10,1457.718,1385.235,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,11,1409.396,1283.221,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,12,1025.503,840.268,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-1-2,modern_bulk,13,801.342,821.477,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,1,918.156,914.094,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,2,NA,1103.356,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,3,1200.537,1099.875,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,4,854.822,686.456,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,5,1201.497,974.896,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,6,899.068,1011.14,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,7,NA,1310.067,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,8,853.691,869.799,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,9,765.006,881.179,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,10,1350.56,1257.01,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,11,1023.555,948.962,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-1,modern_bulk,12,989.332,1000.736,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,1,922.961,980.991,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,2,974.067,1000.453,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,3,1529.254,1388.03,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,4,1529.254,1444.519,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,5,1210.491,1011.432,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,6,882.313,960.323,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,7,1413.729,1382.559,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,8,1384.912,1230.662,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-2-2,modern_bulk,9,796.602,860.188,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,1,1170.564,1203.276,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,2,771.505,846.774,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,3,897.849,779.57,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,4,726.926,785.981,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,5,1133.604,1130.804,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,6,932.935,1029.57,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,7,1068.548,818.548,Gobiidae
Caribbean,Bocas del Toro,Casa Blanca,AT13-12-3-1,modern_bulk,8,953.056,1064.524,Gobiidae
