Sample,Type_age,Region,Locality,Family,genus,MajorAxisLength,MinorAxisLength,oto_length_mm,oto_length_um
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,60.15483022,56.71030283,0.601548302,601.5483022
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,65.77446247,57.85929382,0.657744625,657.7446247
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,66.9575351,58.87067619,0.669575351,669.575351
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,67.9786468,64.4081694,0.679786468,679.786468
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,68.21840568,59.62136598,0.682184057,682.1840568
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,68.23430851,59.2307078,0.682343085,682.3430851
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,68.71280291,56.76880123,0.687128029,687.1280291
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,69.53299933,58.84546163,0.695329993,695.3299933
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,70.65161155,62.96972845,0.706516116,706.5161155
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,70.67052281,61.15278767,0.706705228,706.7052281
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,71.56161093,61.50018973,0.715616109,715.6161093
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,73.58169063,67.00657336,0.735816906,735.8169063
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,73.64256591,64.97692366,0.736425659,736.4256591
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,73.70520214,61.07289509,0.737052021,737.0520214
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,74.99136373,64.72800582,0.749913637,749.9136373
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,75.77439568,66.12965002,0.757743957,757.7439568
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,75.79727941,62.39550553,0.757972794,757.9727941
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,76.42400996,67.78775939,0.7642401,764.2400996
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,76.51557519,70.89646142,0.765155752,765.1557519
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,76.68831123,66.4077697,0.766883112,766.8831123
AT13-7-8,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,76.69917055,67.3679469,0.766991706,766.9917055
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,68.76711864,67.97772095,0.687671186,687.6711864
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,76.76482459,65.82114263,0.767648246,767.6482459
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,77.02064553,69.54284228,0.770206455,770.2064553
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,77.43817556,66.06032199,0.774381756,774.3817556
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,77.96451626,64.78933437,0.779645163,779.6451626
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,77.96574183,70.28025894,0.779657418,779.6574183
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.14442876,67.29025583,0.781444288,781.4442876
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.34263579,65.32430987,0.783426358,783.4263579
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,78.47147929,67.55559381,0.784714793,784.7147929
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,78.5680705,68.98080385,0.785680705,785.680705
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,78.67084217,76.6429346,0.786708422,786.7084217
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.74470858,72.43046859,0.787447086,787.4470858
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.78610777,66.98330934,0.787861078,787.8610777
AT13-7-8,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.7891966,65.56783628,0.787891966,787.891966
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,78.93835123,66.27227583,0.789383512,789.3835123
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.03272911,69.18193042,0.790327291,790.3272911
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.1687096,68.33345087,0.791687096,791.687096
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.177564,71.10174206,0.79177564,791.77564
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.25549276,68.64237782,0.792554928,792.5549276
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.2949,66.22373626,0.792949,792.949
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.45032732,64.24497149,0.794503273,794.5032732
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,79.49709525,72.07644747,0.794970953,794.9709525
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.53712072,68.36678664,0.795371207,795.3712072
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.70500718,70.25462563,0.797050072,797.0500718
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,79.83315311,68.11936601,0.798331531,798.3315311
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,80.00038025,68.29608485,0.800003803,800.0038025
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,80.03349787,77.51477412,0.800334979,800.3349787
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,80.18364359,63.69485377,0.801836436,801.8364359
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,101.8583282,70.8677645,1.018583282,1018.583282
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,107.2456917,69.01916724,1.072456917,1072.456917
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,108.8356901,68.55597364,1.088356901,1088.356901
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,121.77737,78.05214138,1.2177737,1217.7737
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,129.8203269,93.8868145,1.298203269,1298.203269
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,137.9839921,92.19208769,1.379839921,1379.839921
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,144.2001449,78.76122903,1.442001449,1442.001449
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,144.567768,108.6087186,1.44567768,1445.67768
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,153.4046427,77.77941933,1.534046427,1534.046427
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,155.4747438,106.7410132,1.554747438,1554.747438
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,155.5382052,88.26420123,1.555382052,1555.382052
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,156.8291373,89.47734343,1.568291373,1568.291373
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,163.3279946,93.33960414,1.633279946,1633.279946
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,165.3226232,99.06347114,1.653226232,1653.226232
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,165.5911172,83.30127596,1.655911172,1655.911172
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,165.6642179,88.52697089,1.656642179,1656.642179
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,170.0680518,96.26778891,1.700680518,1700.680518
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,170.132193,114.046269,1.70132193,1701.32193
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,173.9450605,97.17029928,1.739450605,1739.450605
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,174.1068628,91.52279053,1.741068628,1741.068628
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,175.42055,93.91603652,1.7542055,1754.2055
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,175.6574423,92.31531451,1.756574423,1756.574423
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,179.1661347,102.8922755,1.791661347,1791.661347
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,180.7378216,114.9786504,1.807378216,1807.378216
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,185.4880968,133.0549114,1.854880968,1854.880968
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,198.3036533,90.96855098,1.983036533,1983.036533
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,202.8773986,100.8072457,2.028773986,2028.773986
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Engraulidae,NA,216.1997084,113.9198049,2.161997084,2161.997084
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,97.56352258,39.27981367,0.975635226,975.6352258
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,97.65393596,71.95018537,0.97653936,976.5393596
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,100.7108993,69.08680203,1.007108993,1007.108993
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,102.9471311,70.53979936,1.029471311,1029.471311
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,107.6693451,79.26185811,1.076693451,1076.693451
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,111.1567747,82.01436836,1.111567747,1111.567747
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,112.1617676,85.40478469,1.121617676,1121.617676
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,114.9127735,87.89198953,1.149127735,1149.127735
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,116.039469,89.63906726,1.16039469,1160.39469
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,116.9999673,91.95285856,1.169999673,1169.999673
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,118.6724187,79.29023878,1.186724187,1186.724187
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,119.6610153,85.38472441,1.196610153,1196.610153
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,120.8036026,78.70884524,1.208036026,1208.036026
AFH12-1-2-3-R,Sub Recent,Bocas,Casa Blanca,Apogonidae,NA,125.6846387,91.07253587,1.256846387,1256.846387
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,80.19843373,72.88861742,0.801984337,801.9843373
AT12-6-2-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,72.42116666,60.52839637,0.724211667,724.2116666
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,80.34243731,60.68344962,0.803424373,803.4243731
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,80.386417,72.22693765,0.80386417,803.86417
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,80.60859741,77.14435089,0.806085974,806.0859741
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,80.63554381,77.88190179,0.806355438,806.3554381
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,80.69221232,69.99123105,0.806922123,806.9221232
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,81.15506448,68.6567132,0.811550645,811.5506448
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.3046108,70.7140109,0.813046108,813.046108
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.35872883,74.10878647,0.813587288,813.5872883
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.41960578,70.48354348,0.814196058,814.1960578
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.67636712,71.7243128,0.816763671,816.7636712
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.68032875,69.30455546,0.816803288,816.8032875
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.68160955,72.55611522,0.816816096,816.8160955
AT12-2-2,Holocene,Bocas,Sunset Point,Gobiidae,NA,81.70154121,73.4412775,0.817015412,817.0154121
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.74880488,72.14034134,0.817488049,817.4880488
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.7506541,72.89810991,0.817506541,817.506541
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.7920898,73.04173008,0.817920898,817.920898
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,81.92978267,71.74141237,0.819297827,819.2978267
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,81.98544783,69.90586796,0.819854478,819.8544783
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.04116171,67.50024805,0.820411617,820.4116171
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,82.20156167,70.66968531,0.822015617,822.0156167
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.25540168,70.91982445,0.822554017,822.5540168
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.26429112,67.79028586,0.822642911,822.6429112
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.33152108,69.23964465,0.823315211,823.3152108
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.57876799,74.44472941,0.82578768,825.7876799
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.62086944,72.39647153,0.826208694,826.2086944
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.65349612,76.26159133,0.826534961,826.5349612
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.70914331,73.1540821,0.827091433,827.0914331
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,82.84139648,69.89244157,0.828413965,828.4139648
AT12-2-2,Holocene,Bocas,Sunset Point,Gobiidae,NA,82.88130398,70.25979839,0.82881304,828.8130398
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,83.00565059,70.05162639,0.830056506,830.0565059
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,83.11250626,68.79265652,0.831125063,831.1250626
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,83.15254415,75.7604541,0.831525442,831.5254415
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,83.15519257,71.58475408,0.831551926,831.5519257
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,83.3411831,78.02101987,0.833411831,833.411831
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,83.37059494,75.68025489,0.833705949,833.7059494
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,83.41897645,69.77099574,0.834189765,834.1897645
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,83.70233746,70.88509476,0.837023375,837.0233746
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,83.72187378,70.76972472,0.837218738,837.2187378
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,83.74909085,73.95904315,0.837490909,837.4909085
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,83.76513066,76.12794052,0.837651307,837.6513066
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,76.34335406,69.61020541,0.763433541,763.4335406
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.03637902,72.93518227,0.84036379,840.3637902
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.12685427,72.77379607,0.841268543,841.2685427
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.33200374,75.10294933,0.843320037,843.3200374
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,84.36603389,72.4377784,0.843660339,843.6603389
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.39040832,72.13664858,0.843904083,843.9040832
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,84.40405142,72.23937181,0.844040514,844.0405142
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.43406829,74.37061407,0.844340683,844.3406829
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.85456541,69.9388839,0.848545654,848.5456541
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,84.90079644,72.3536797,0.849007964,849.0079644
AT12-2-2,Holocene,Bocas,Sunset Point,Gobiidae,NA,85.03540432,75.62230545,0.850354043,850.3540432
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,85.06354039,75.40876073,0.850635404,850.6354039
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.19364617,71.27601829,0.851936462,851.9364617
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,85.19654313,73.01181795,0.851965431,851.9654313
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.20200379,72.4506882,0.852020038,852.0200379
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,85.25114399,75.0441536,0.85251144,852.5114399
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,85.35500561,75.6080664,0.853550056,853.5500561
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,77.71663686,72.33357295,0.777166369,777.1663686
AT12-6-2-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,77.92749227,67.85020502,0.779274923,779.2749227
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,85.41537001,70.50274952,0.8541537,854.1537001
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,85.42229555,74.80168988,0.854222956,854.2229555
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.53643421,77.18994429,0.855364342,855.3643421
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.53971154,79.40943176,0.855397115,855.3971154
AT12-6-3-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,78.26116718,72.24115073,0.782611672,782.6116718
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.55218747,75.95458255,0.855521875,855.5218747
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.60054991,74.2533496,0.856005499,856.0054991
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.61833039,74.07868332,0.856183304,856.1833039
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Gobiidae,NA,78.65832289,72.6891462,0.786583229,786.5832289
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,85.82447549,71.67205698,0.858244755,858.2447549
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.13167986,71.86113884,0.861316799,861.3167986
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.13776949,79.01888873,0.861377695,861.3776949
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.14126157,71.81402075,0.861412616,861.4126157
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.15287476,79.87100261,0.861528748,861.5287476
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.16681304,71.95940911,0.86166813,861.6681304
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.20022826,79.55583738,0.862002283,862.0022826
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.224805,73.64053125,0.86224805,862.24805
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.24394429,81.19263906,0.862439443,862.4394429
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.33201832,73.02557097,0.863320183,863.3201832
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,86.44857523,73.99377209,0.864485752,864.4857523
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.49183878,78.59438781,0.864918388,864.9183878
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,86.50521017,73.67564918,0.865052102,865.0521017
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,79.27574515,75.4805791,0.792757452,792.7574515
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.52114895,78.97809352,0.86521149,865.2114895
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,86.54501947,72.06689212,0.865450195,865.4501947
AT12-6-2-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,79.38708565,69.43695672,0.793870857,793.8708565
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.62993593,73.54220311,0.866299359,866.2993593
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,86.64652441,63.79881614,0.866465244,866.4652441
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,86.67400043,75.57210017,0.866740004,866.7400043
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,86.90890157,75.19809845,0.869089016,869.0890157
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,86.99327549,72.62346589,0.869932755,869.9327549
AT13-7-8,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.1132597,71.83465528,0.871132597,871.132597
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.21496797,78.72884859,0.87214968,872.1496797
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,87.30596752,79.30111441,0.873059675,873.0596752
AT12-6-2-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,79.75585528,71.15861509,0.797558553,797.5585528
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.42018303,73.41063094,0.87420183,874.2018303
AT12-14-3-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,79.86984667,78.91206863,0.798698467,798.6984667
AT13-4-2,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,87.42107368,75.40749126,0.874210737,874.2107368
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.44416126,82.2278701,0.874441613,874.4416126
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,87.66610702,79.15520668,0.87666107,876.6610702
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.82658609,75.83358798,0.878265861,878.2658609
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,87.87640052,71.43006238,0.878764005,878.7640052
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,87.94340084,73.54610733,0.879434008,879.4340084
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,88.04715965,74.79281402,0.880471597,880.4715965
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,88.04773808,74.79173965,0.880477381,880.4773808
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,88.07153825,71.16740043,0.880715383,880.7153825
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,88.12234406,73.2678968,0.881223441,881.2234406
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,88.13001213,75.81423257,0.881300121,881.3001213
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,88.20657757,79.45973956,0.882065776,882.0657757
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,88.30147363,76.8109903,0.883014736,883.0147363
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,88.31333797,76.8443255,0.88313338,883.1333797
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,88.43892296,77.58569885,0.88438923,884.3892296
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,88.80012903,81.36411398,0.88800129,888.0012903
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,88.8856761,74.61708217,0.888856761,888.856761
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,88.90418986,77.67489171,0.889041899,889.0418986
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.00011142,74.63739682,0.890001114,890.0011142
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Gobiidae,NA,80.77608661,72.54360662,0.807760866,807.7608661
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.10586776,77.70637054,0.891058678,891.0586776
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.13521427,77.01078432,0.891352143,891.3521427
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.14592033,77.14326241,0.891459203,891.4592033
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.14836155,83.60204419,0.891483616,891.4836155
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,89.20099458,81.21834196,0.892009946,892.0099458
