Sample,Type_age,Region,Locality,Family,genus,MajorAxisLength,MinorAxisLength,oto_length_mm,oto_length_um
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,90.20685741,79.01564314,0.902068574,902.0685741
AT13-7-8,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,102.3132718,83.58930521,1.023132718,1023.132718
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,102.3411861,89.43861526,1.023411861,1023.411861
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,102.4208535,86.52973301,1.024208535,1024.208535
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,102.5238413,85.1516584,1.025238413,1025.238413
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,102.6817411,89.00757767,1.026817411,1026.817411
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,102.7523727,89.23039245,1.027523727,1027.523727
AT12-22-3-1,Holocene,Dominican Republic,Cañon de Buo,Gobiidae,NA,90.36717131,75.34851682,0.903671713,903.6717131
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,102.8393057,90.20989894,1.028393057,1028.393057
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,102.8413008,86.45753239,1.028413008,1028.413008
AT12-6-2-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,90.3998621,73.72514678,0.903998621,903.998621
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,102.9808766,92.11670428,1.029808766,1029.808766
AT12-2-2,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.0517579,84.64670494,1.030517579,1030.517579
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.0906733,88.23521689,1.030906733,1030.906733
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.0926232,89.09499267,1.030926232,1030.926232
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.1887702,90.23628295,1.031887702,1031.887702
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.2241946,91.81716761,1.032241946,1032.241946
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.2301933,97.36159673,1.032301933,1032.301933
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.2489009,88.16895363,1.032489009,1032.489009
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,103.3001769,92.39903814,1.033001769,1033.001769
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.4647933,86.21391494,1.034647933,1034.647933
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.5033132,87.84684869,1.035033132,1035.033132
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.5067334,85.81428113,1.035067334,1035.067334
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,86.63576922,67.82085179,0.866357692,866.3576922
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,88.91496351,66.66793864,0.889149635,889.1496351
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,90.33765479,67.4389838,0.903376548,903.3765479
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,105.1444007,78.19745664,1.051444007,1051.444007
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,107.3167044,78.47137628,1.073167044,1073.167044
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,117.4195404,81.06734576,1.174195404,1174.195404
AT13-2-8,Holocene,Bocas,Sweet Bocas Trench 1,Gobiidae,NA,103.5882254,86.5863752,1.035882254,1035.882254
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.5906708,89.84803475,1.035906708,1035.906708
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.6470104,86.22521022,1.036470104,1036.470104
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.6537193,86.76970313,1.036537193,1036.537193
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.6741025,91.1880062,1.036741025,1036.741025
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,103.6813096,95.47351116,1.036813096,1036.813096
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Gobiidae,NA,90.90017037,74.41904524,0.909001704,909.0017037
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.8829221,85.64003682,1.038829221,1038.829221
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.9757403,87.5920705,1.039757403,1039.757403
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,125.4879341,92.38731798,1.254879341,1254.879341
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,103.9825847,91.86440181,1.039825847,1039.825847
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.044281,93.63975445,1.04044281,1040.44281
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.0808568,92.16907499,1.040808568,1040.808568
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.1563452,79.82442598,1.041563452,1041.563452
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.1620006,85.31672721,1.041620006,1041.620006
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.1789424,87.9835197,1.041789424,1041.789424
AT13-4-2,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,104.2410166,87.12797053,1.042410166,1042.410166
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.2848571,84.74499744,1.042848571,1042.848571
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.3539336,86.0713422,1.043539336,1043.539336
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.3598755,90.03462191,1.043598755,1043.598755
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.3993409,81.42679306,1.043993409,1043.993409
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.499832,89.6450356,1.04499832,1044.99832
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,132.9072083,103.1595896,1.329072083,1329.072083
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.5222909,91.69719894,1.045222909,1045.222909
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.8178433,90.26727764,1.048178433,1048.178433
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,104.8222194,92.80868438,1.048222194,1048.222194
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,104.9128891,80.4763448,1.049128891,1049.128891
AT12-6-1-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,91.29216357,72.25651644,0.912921636,912.9216357
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.952157,93.4990351,1.04952157,1049.52157
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,104.9837287,93.5659288,1.049837287,1049.837287
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,105.1216993,87.92221821,1.051216993,1051.216993
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,105.393671,90.53885794,1.05393671,1053.93671
AT12-6-3-1,Holocene,Dominican Republic,Cañon los Rios,Gobiidae,NA,91.47910679,82.15791593,0.914791068,914.7910679
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.4203054,86.77755709,1.054203054,1054.203054
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,171.6350189,116.9400922,1.716350189,1716.350189
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.4241464,101.1191887,1.054241464,1054.241464
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.709255,90.06949804,1.05709255,1057.09255
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,198.439911,138.8525783,1.98439911,1984.39911
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.787793,82.12068684,1.05787793,1057.87793
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,91.66311118,85.61657834,0.916631112,916.6311118
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Apogonidae,NA,237.3890288,171.2416284,2.373890288,2373.890288
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.7906786,92.01900997,1.057906786,1057.906786
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.8812315,83.78713966,1.058812315,1058.812315
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,99.99765834,76.46593293,0.999976583,999.9765834
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,101.2326524,78.62926642,1.012326524,1012.326524
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,106.2808439,83.19314881,1.062808439,1062.808439
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,109.6266401,81.58954442,1.096266401,1096.266401
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,110.4961056,80.90451819,1.104961056,1104.961056
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,114.0890796,83.73203656,1.140890796,1140.890796
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,117.4879194,85.19597403,1.174879194,1174.879194
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,119.6040066,86.82820687,1.196040066,1196.040066
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,124.9098894,92.73106848,1.249098894,1249.098894
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,126.7254115,92.90521633,1.267254115,1267.254115
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,132.4586234,95.9740077,1.324586234,1324.586234
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,132.6301425,97.69427113,1.326301425,1326.301425
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,139.3134893,102.0305402,1.393134893,1393.134893
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,142.4813419,91.62199258,1.424813419,1424.813419
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,144.9173069,102.5570879,1.449173069,1449.173069
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,161.6456012,114.4855645,1.616456012,1616.456012
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,175.5974168,122.8959369,1.755974168,1755.974168
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,255.0464814,191.6136197,2.550464814,2550.464814
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,260.759709,208.3342754,2.60759709,2607.59709
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,269.6913798,193.9082054,2.696913798,2696.913798
AT12-15-1-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,283.8971561,193.0448261,2.838971561,2838.971561
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,98.46953146,71.98737287,0.984695315,984.6953146
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,108.2005183,82.58711034,1.082005183,1082.005183
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,109.0060617,81.00408676,1.090060617,1090.060617
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,113.9801952,84.61729551,1.139801952,1139.801952
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,115.304877,80.64428556,1.15304877,1153.04877
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,116.7455361,87.96376632,1.167455361,1167.455361
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,105.9386204,92.0163491,1.059386204,1059.386204
AT12-2-4,Holocene,Bocas,Sunset Point,Gobiidae,NA,106.0972269,91.3402742,1.060972269,1060.972269
AT12-5-4-1,Holocene,Dominican Republic,Las Clavellinas,Gobiidae,NA,91.74887723,78.08958719,0.917488772,917.4887723
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,117.724907,94.27665792,1.17724907,1177.24907
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,119.1188185,87.45187471,1.191188185,1191.188185
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.2586946,90.00597454,1.062586946,1062.586946
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.3180043,94.49131529,1.063180043,1063.180043
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,122.4622332,93.19616056,1.224622332,1224.622332
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.3294074,87.352372,1.063294074,1063.294074
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,106.3622613,90.11801579,1.063622613,1063.622613
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,106.5538286,88.19236431,1.065538286,1065.538286
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,130.0472225,93.18913926,1.300472225,1300.472225
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,106.6514395,87.93191517,1.066514395,1066.514395
AT12-2-2,Holocene,Bocas,Sunset Point,Gobiidae,NA,106.6716535,96.33109111,1.066716535,1066.716535
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,146.595567,106.6175103,1.46595567,1465.95567
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,159.2357353,111.0304762,1.592357353,1592.357353
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,173.1849411,130.3888594,1.731849411,1731.849411
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,175.0449115,131.6916199,1.750449115,1750.449115
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,187.7857304,139.2880982,1.877857304,1877.857304
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,221.4097704,157.7615027,2.214097704,2214.097704
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Apogonidae,NA,243.2422627,170.9350232,2.432422627,2432.422627
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,106.6871116,87.32126346,1.066871116,1066.871116
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,92.73889025,72.84284578,0.927388903,927.3889025
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,123.3783688,89.97891599,1.233783688,1233.783688
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,106.7515213,89.82405239,1.067515213,1067.515213
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.7743949,90.51118488,1.067743949,1067.743949
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,140.0085121,104.9727749,1.400085121,1400.085121
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,142.2737573,103.7272494,1.422737573,1422.737573
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,142.4337337,104.9339375,1.424337337,1424.337337
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,149.1984607,106.0770237,1.491984607,1491.984607
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,149.7868489,98.32020469,1.497868489,1497.868489
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,150.0951688,112.092598,1.500951688,1500.951688
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.8180269,94.14908647,1.068180269,1068.180269
AT12-15-4-1,Sub Recent,Dominican Republic,La Caleta Beach Reef,Gobiidae,NA,91.98515467,78.16904293,0.919851547,919.8515467
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,106.8271916,91.80919018,1.068271916,1068.271916
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,159.8023769,129.7477374,1.598023769,1598.023769
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,160.2974862,125.5115567,1.602974862,1602.974862
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,166.1025746,122.3242315,1.661025746,1661.025746
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.8367287,95.61277613,1.068367287,1068.367287
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.8446193,87.31497114,1.068446193,1068.446193
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,106.8797208,88.24412985,1.068797208,1068.797208
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,176.4311268,155.1505694,1.764311268,1764.311268
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,184.8857379,143.3872328,1.848857379,1848.857379
AT13-7-4,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,106.9670219,82.45282644,1.069670219,1069.670219
AT13-7-6,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.1378387,92.80600568,1.071378387,1071.378387
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,187.9525843,134.8134689,1.879525843,1879.525843
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,191.8027242,141.5221758,1.918027242,1918.027242
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,195.6429657,156.2441697,1.956429657,1956.429657
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,212.1642596,151.8433861,2.121642596,2121.642596
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,221.4309663,143.8665873,2.214309663,2214.309663
AT12-16-1-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,241.4956705,165.8240888,2.414956705,2414.956705
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,107.1478411,90.59176731,1.071478411,1071.478411
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.1481717,89.57364224,1.071481717,1071.481717
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.171287,93.29661343,1.07171287,1071.71287
AFH12-1-1-1-F,Holocene,Bocas,Sunset Point,Gobiidae,NA,107.2821796,86.19186236,1.072821796,1072.821796
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.3186677,91.19474194,1.073186677,1073.186677
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.3702713,91.04970913,1.073702713,1073.702713
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.5080556,90.69936178,1.075080556,1075.080556
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.5803299,92.21528837,1.075803299,1075.803299
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,107.6142235,96.22220032,1.076142235,1076.142235
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.6351719,91.14164834,1.076351719,1076.351719
AT12-2-3,Holocene,Bocas,Sunset Point,Gobiidae,NA,107.6560353,88.4603859,1.076560353,1076.560353
AT13-7-5,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.7944141,90.12921738,1.077944141,1077.944141
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,107.8639301,91.79951657,1.078639301,1078.639301
AT12-2-1,Holocene,Bocas,Sunset Point,Gobiidae,NA,107.9794024,93.87351842,1.079794024,1079.794024
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,108.022066,91.13598345,1.08022066,1080.22066
AT13-7-7,Holocene,Bocas,Sweet Bocas Trench 6,Gobiidae,NA,108.0279955,99.61343423,1.080279955,1080.279955
AT12-14-4-1,Sub Recent,Dominican Republic,"Hickory Ship, La Caleta",Gobiidae,NA,92.42912396,76.88237916,0.92429124,924.2912396
AT13-4-3,Holocene,Bocas,Sweet Bocas Trench 3,Gobiidae,NA,108.0837937,91.63492072,1.080837937,1080.837937
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,108.1179354,74.45451546,1.081179354,1081.179354
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,113.7017472,74.96076475,1.137017472,1137.017472
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,117.596297,86.77914432,1.17596297,1175.96297
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,122.2448146,88.16044093,1.222448146,1222.448146
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,125.1784431,92.32511439,1.251784431,1251.784431
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,126.5376425,97.25134422,1.265376425,1265.376425
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,129.1225597,92.90633705,1.291225597,1291.225597
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,130.3429865,96.18027008,1.303429865,1303.429865
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,159.3472251,113.503532,1.593472251,1593.472251
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,185.9701819,130.700571,1.859701819,1859.701819
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,187.0622379,136.338542,1.870622379,1870.622379
AT12-16-3-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,195.3798078,133.6639751,1.953798078,1953.798078
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,112.9224087,87.36503961,1.129224087,1129.224087
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,113.6789536,77.52654601,1.136789536,1136.789536
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,114.3271065,87.38941958,1.143271065,1143.271065
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,114.8559779,88.76235474,1.148559779,1148.559779
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,126.4876166,98.81427277,1.264876166,1264.876166
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,129.1207901,92.01820445,1.291207901,1291.207901
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,135.3360734,102.433898,1.353360734,1353.360734
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,136.1877875,94.97924645,1.361877875,1361.877875
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,138.3625143,104.1404412,1.383625143,1383.625143
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,144.941155,102.7233096,1.44941155,1449.41155
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,165.5738072,115.7425375,1.655738072,1655.738072
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,175.0521714,139.4835762,1.750521714,1750.521714
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,205.4726201,143.5006453,2.054726201,2054.726201
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,216.9663637,173.1045351,2.169663637,2169.663637
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,241.2909027,182.5376375,2.412909027,2412.909027
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,245.2032124,183.7026501,2.452032124,2452.032124
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,266.1441356,192.4953915,2.661441356,2661.441356
AT12-16-4-1,Sub Recent,Dominican Republic,Wreck Limon La Caleta,Apogonidae,NA,269.0819372,164.9367306,2.690819372,2690.819372
AT12-17-1-1,Sub Recent,Dominican Republic,"Cayo Levantado, Samana Bay",Engraulidae,NA,158.1863222,90.74650637,1.581863222,1581.863222
AT12-17-1-1,Sub Recent,Dominican Republic,"Cayo Levantado, Samana Bay",Engraulidae,NA,185.3592472,105.8889785,1.853592472,1853.592472
AT12-17-1-1,Sub Recent,Dominican Republic,"Cayo Levantado, Samana Bay",Engraulidae,NA,198.5508655,115.5089463,1.985508655,1985.508655
AT12-17-1-1,Sub Recent,Dominican Republic,"Cayo Levantado, Samana Bay",Engraulidae,NA,199.43052,115.0332833,1.9943052,1994.3052
AT12-17-1-1,Sub Recent,Dominican Republic,"Cayo Levantado, Samana Bay",Engraulidae,NA,204.9510003,120.5794001,2.049510003,2049.510003
