"","family","sample","oto_length_mm","oto_length_um","type_age","region","locality","source","oto_width_mm","fish_length_cm"
"376","Gobiidae","AT12-1-4-1",0.966617104,966.6171035,"Sub Recent","Bocas","STRI Point","orig_df",0.8316475667,2.55897627657269
"377","Gobiidae","AT14-2-1",0.966732036,966.7320358,"Sub Recent","Bocas","Punta Donato","orig_df",0.7636566278,2.55929978402412
"378","Gobiidae","AT12-1-3-1",0.966995325,966.9953246,"Sub Recent","Bocas","STRI Point","orig_df",0.7580616913,2.56004089187033
"379","Gobiidae","AT12-1-4-1",0.968209822,968.2098224,"Sub Recent","Bocas","STRI Point","orig_df",0.7941056811,2.56345963224427
"380","Gobiidae","AT14-2-2",0.968988429,968.9884292,"Sub Recent","Bocas","Punta Donato","orig_df",0.605622336,2.56565150959892
"381","Gobiidae","AT14-1-8",0.969283265,969.2832649,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8489670908,2.56648153937212
"382","Gobiidae","AT12-1-4-1",0.969407701,969.4077005,"Sub Recent","Bocas","STRI Point","orig_df",0.8695455603,2.56683185954184
"383","Gobiidae","AT12-1-4-1",0.969510278,969.5102783,"Sub Recent","Bocas","STRI Point","orig_df",0.8215241548,2.56712064299779
"384","Gobiidae","AT12-1-4-1",0.970254109,970.2541094,"Sub Recent","Bocas","STRI Point","orig_df",0.7740884828,2.56921479680456
"385","Gobiidae","AT14-2-2",0.97165537,971.6553699,"Sub Recent","Bocas","Punta Donato","orig_df",0.84388465,2.57316013001564
"386","Gobiidae","AT14-2-1",0.972395055,972.3950551,"Sub Recent","Bocas","Punta Donato","orig_df",0.9436753053,2.57524290200491
"387","Gobiidae","AT12-1-2-2",0.972399268,972.3992678,"Sub Recent","Bocas","STRI Point","orig_df",0.8932060285,2.57525476506917
"388","Gobiidae","AT12-1-1-1",0.972491204,972.4912042,"Sub Recent","Bocas","STRI Point","orig_df",0.8894880051,2.57551364142479
"389","Gobiidae","AT14-2-2",0.972844496,972.8444964,"Sub Recent","Bocas","Punta Donato","orig_df",0.9991352398,2.57650846683856
"390","Gobiidae","AT14-1-8",0.973935833,973.9358331,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7595013957,2.57958167751437
"391","Gobiidae","AT14-2-2",0.974693969,974.6939688,"Sub Recent","Bocas","Punta Donato","orig_df",0.6459701547,2.58171672064189
"392","Gobiidae","AT14-2-2",0.974979077,974.9790768,"Sub Recent","Bocas","Punta Donato","orig_df",0.7056195504,2.58251966164437
"393","Gobiidae","AT12-1-2-2",0.975124358,975.1243577,"Sub Recent","Bocas","STRI Point","orig_df",0.8358727008,2.58292881782389
"394","Gobiidae","AT14-2-2",0.976670175,976.6701752,"Sub Recent","Bocas","Punta Donato","orig_df",0.6454308319,2.58728255467716
"395","Gobiidae","AT12-1-4-1",0.978488752,978.4887522,"Sub Recent","Bocas","STRI Point","orig_df",0.757030401,2.59240506791049
"396","Gobiidae","AT14-2-2",0.979147644,979.1476443,"Sub Recent","Bocas","Punta Donato","orig_df",0.7762279211,2.59426116380691
"397","Gobiidae","AT12-1-4-1",0.980553567,980.553567,"Sub Recent","Bocas","STRI Point","orig_df",0.8667122753,2.59822190679189
"398","Gobiidae","AT12-1-3-1",0.98104835,981.0483504,"Sub Recent","Bocas","STRI Point","orig_df",0.877920242,2.59961588672185
"399","Gobiidae","AT12-1-2-2",0.981464337,981.4643367,"Sub Recent","Bocas","STRI Point","orig_df",0.8771207326,2.60078790465927
"400","Gobiidae","AT12-1-2-2",0.982460614,982.460614,"Sub Recent","Bocas","STRI Point","orig_df",0.8642661762,2.60359498187551
"401","Gobiidae","AT14-1-8",0.982489098,982.4890978,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7995282756,2.60367524010216
"402","Gobiidae","AT12-1-3-1",0.983110047,983.1100465,"Sub Recent","Bocas","STRI Point","orig_df",0.8331638188,2.60542489980436
"403","Gobiidae","AT12-1-2-2",0.983150257,983.150257,"Sub Recent","Bocas","STRI Point","orig_df",0.8259017125,2.60553820268902
"404","Gobiidae","AT12-1-2-2",0.983657712,983.657712,"Sub Recent","Bocas","STRI Point","orig_df",0.8796290124,2.6069681237998
"405","Gobiidae","AT12-1-4-1",0.983887385,983.8873846,"Sub Recent","Bocas","STRI Point","orig_df",0.8587710323,2.60761531823776
"406","Gobiidae","AT14-2-2",0.984753699,984.7536988,"Sub Recent","Bocas","Punta Donato","orig_df",0.6218550124,2.61005658623975
"407","Gobiidae","AT14-2-1",0.984907368,984.9073677,"Sub Recent","Bocas","Punta Donato","orig_df",0.5875015157,2.6104896388068
"408","Gobiidae","AT12-1-4-1",0.984956946,984.9569461,"Sub Recent","Bocas","STRI Point","orig_df",0.814613111,2.61062935482148
"409","Gobiidae","AT12-1-2-2",0.985337396,985.3373961,"Sub Recent","Bocas","STRI Point","orig_df",0.9048965856,2.61170151770593
"410","Gobiidae","AT14-2-1",0.986079086,986.0790861,"Sub Recent","Bocas","Punta Donato","orig_df",0.8692320273,2.61379178218469
"411","Gobiidae","AT14-2-1",0.98611173,986.1117296,"Sub Recent","Bocas","Punta Donato","orig_df",0.5860274322,2.61388378327443
"412","Gobiidae","AT14-1-8",0.986457646,986.4576455,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8239771719,2.61485869551577
"413","Gobiidae","AT12-1-2-2",0.986623988,986.6239881,"Sub Recent","Bocas","STRI Point","orig_df",0.8684778071,2.61532751313303
"414","Gobiidae","AT12-1-2-1",0.988040507,988.0405068,"Sub Recent","Bocas","STRI Point","orig_df",0.9333313068,2.61932002696437
"415","Gobiidae","AT12-1-2-2",0.988746249,988.7462487,"Sub Recent","Bocas","STRI Point","orig_df",0.8686484089,2.62130932333785
"416","Gobiidae","AT14-2-2",0.989210083,989.2100828,"Sub Recent","Bocas","Punta Donato","orig_df",0.9158758279,2.62261679520071
"417","Gobiidae","AT14-2-1",0.99098403,990.9840295,"Sub Recent","Bocas","Punta Donato","orig_df",0.6105390796,2.62761761795265
"418","Gobiidae","AT14-1-2",0.991872607,991.872607,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8420734708,2.63012276252126
"419","Gobiidae","AT14-2-1",0.992396637,992.3966368,"Sub Recent","Bocas","Punta Donato","orig_df",1.071073556,2.63160021470726
"420","Gobiidae","AT14-1-2",0.998764457,998.7644573,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8074974551,2.64955760579124
"421","Gobiidae","AT12-1-2-2",0.999352088,999.3520877,"Sub Recent","Bocas","STRI Point","orig_df",0.8561013793,2.65121510363093
"422","Gobiidae","AT12-1-2-1",0.999408829,999.4088291,"Sub Recent","Bocas","STRI Point","orig_df",0.8919788285,2.6513751530542
"423","Gobiidae","AT12-1-2-1",0.999454934,999.4549338,"Sub Recent","Bocas","STRI Point","orig_df",0.8977109467,2.65150520191957
"424","Gobiidae","AT12-1-2-2",0.999579428,999.5794278,"Sub Recent","Bocas","STRI Point","orig_df",0.8406041064,2.65185636536869
"425","Gobiidae","AT12-1-4-1",0.999580331,999.5803314,"Sub Recent","Bocas","STRI Point","orig_df",0.9153296355,2.65185891249427
"426","Gobiidae","AT14-2-2",1.00025748,1000.25748,"Sub Recent","Bocas","Punta Donato","orig_df",0.6834531528,2.65376901274546
"427","Gobiidae","AT12-1-2-2",1.001191568,1001.191568,"Sub Recent","Bocas","STRI Point","orig_df",0.8648287189,2.65640402009252
"428","Gobiidae","AT14-3-6",1.001335632,1001.335632,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8883431598,2.65681043001027
"429","Gobiidae","AT14-2-2",1.001841984,1001.841984,"Sub Recent","Bocas","Punta Donato","orig_df",0.9054338455,2.65823889722329
"430","Gobiidae","AT14-1-2",1.002148863,1002.148863,"Sub Recent","Bocas","Casa Blanca","orig_df",0.9001522709,2.65910465432847
"431","Gobiidae","AT14-2-2",1.002780403,1002.780403,"Sub Recent","Bocas","Punta Donato","orig_df",1.202705826,2.6608863872883
"432","Gobiidae","AT12-1-1-1",1.004068399,1004.068399,"Sub Recent","Bocas","STRI Point","orig_df",0.909324138,2.66452036739167
"433","Gobiidae","AT12-1-3-1",1.00431498,1004.31498,"Sub Recent","Bocas","STRI Point","orig_df",0.8682059775,2.6652161100535
"434","Gobiidae","AT12-1-3-1",1.004507708,1004.507708,"Sub Recent","Bocas","STRI Point","orig_df",0.8475248361,2.66575991085848
"435","Gobiidae","AT12-1-4-1",1.005844514,1005.844514,"Sub Recent","Bocas","STRI Point","orig_df",0.8080827707,2.66953202059567
"436","Gobiidae","AT14-2-1",1.006298203,1006.298203,"Sub Recent","Bocas","Punta Donato","orig_df",0.755596452,2.67081228193988
"437","Gobiidae","AT12-1-4-1",1.00701751,1007.01751,"Sub Recent","Bocas","STRI Point","orig_df",0.8098202428,2.67284216338981
"438","Gobiidae","AT12-1-3-1",1.007445062,1007.445062,"Sub Recent","Bocas","STRI Point","orig_df",0.8583417716,2.67404875685924
"439","Gobiidae","AT14-2-1",1.008119013,1008.119013,"Sub Recent","Bocas","Punta Donato","orig_df",0.6100172107,2.67595077810009
"440","Gobiidae","AT12-1-1-1",1.00817163,1008.17163,"Sub Recent","Bocas","STRI Point","orig_df",0.8464974869,2.67609927692669
"441","Gobiidae","AT14-3-4",1.008746132,1008.746132,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8735312336,2.67772070252155
"442","Gobiidae","AT14-3-6",1.008821079,1008.821079,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7829760796,2.67793223086821
"443","Gobiidae","AT14-2-2",1.0093281,1009.3281,"Sub Recent","Bocas","Punta Donato","orig_df",0.767282525,2.67936325905906
"444","Gobiidae","AT14-2-2",1.009890196,1009.890196,"Sub Recent","Bocas","Punta Donato","orig_df",0.6517671411,2.68094978537938
"445","Gobiidae","AT14-2-2",1.010162367,1010.162367,"Sub Recent","Bocas","Punta Donato","orig_df",0.724800951,2.68171801311098
"446","Gobiidae","AT14-1-2",1.011330843,1011.330843,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7743034356,2.68501629299246
"447","Gobiidae","AT14-2-2",1.011441006,1011.441006,"Sub Recent","Bocas","Punta Donato","orig_df",0.8642037244,2.6853272646657
"448","Gobiidae","AT14-1-2",1.011736837,1011.736837,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8289214639,2.68616235656201
"449","Gobiidae","AT14-2-2",1.012328124,1012.328124,"Sub Recent","Bocas","Punta Donato","orig_df",0.6739252661,2.68783152804971
"450","Gobiidae","AT14-1-8",1.012434841,1012.434841,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8315976508,2.68813279098579
"451","Gobiidae","AT14-2-2",1.012723253,1012.723253,"Sub Recent","Bocas","Punta Donato","orig_df",0.7617580492,2.68894699039213
"452","Gobiidae","AT14-2-2",1.014365886,1014.365886,"Sub Recent","Bocas","Punta Donato","orig_df",0.8339909347,2.69358449303844
"453","Gobiidae","AT14-1-2",1.014596565,1014.596565,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8717020903,2.69423578700956
"454","Gobiidae","AT14-2-1",1.015018108,1015.018108,"Sub Recent","Bocas","Punta Donato","orig_df",0.8751585511,2.69542598635369
"455","Gobiidae","AT12-1-2-2",1.015876537,1015.876537,"Sub Recent","Bocas","STRI Point","orig_df",0.8787733247,2.69784980163432
"456","Gobiidae","AT12-1-4-1",1.015891295,1015.891295,"Sub Recent","Bocas","STRI Point","orig_df",0.8342270492,2.69789147268497
"457","Gobiidae","AT14-1-2",1.016295545,1016.295545,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8502387125,2.69903293778063
"458","Gobiidae","AT12-1-4-1",1.016625969,1016.625969,"Sub Recent","Bocas","STRI Point","orig_df",0.9524787648,2.69996596458055
"459","Gobiidae","AT12-1-2-2",1.016696855,1016.696855,"Sub Recent","Bocas","STRI Point","orig_df",0.8241036312,2.70016612971172
"460","Gobiidae","AT12-1-1-1",1.016847494,1016.847494,"Sub Recent","Bocas","STRI Point","orig_df",0.8842369598,2.70059150119436
"461","Gobiidae","AT14-2-2",1.01715041,1017.15041,"Sub Recent","Bocas","Punta Donato","orig_df",0.7902178869,2.70144688157501
"462","Gobiidae","AT12-1-2-2",1.017270583,1017.270583,"Sub Recent","Bocas","STRI Point","orig_df",0.905016854,2.7017862330074
"463","Gobiidae","AT14-2-2",1.018953762,1018.953762,"Sub Recent","Bocas","Punta Donato","orig_df",0.8465498309,2.70653955700725
"464","Gobiidae","AT12-1-2-2",1.01898716,1018.98716,"Sub Recent","Bocas","STRI Point","orig_df",0.9008087331,2.70663387851178
"465","Gobiidae","AT12-1-2-2",1.019201078,1019.201078,"Sub Recent","Bocas","STRI Point","orig_df",0.8565375898,2.70723802314427
"466","Gobiidae","AT12-1-4-1",1.019798582,1019.798582,"Sub Recent","Bocas","STRI Point","orig_df",0.8252655674,2.70892552919893
"467","Gobiidae","AT14-3-4",1.020325402,1020.325402,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8137357258,2.71041345719785
"468","Gobiidae","AT14-2-1",1.02037636,1020.37636,"Sub Recent","Bocas","Punta Donato","orig_df",0.6458190586,2.71055738338276
"469","Gobiidae","AT12-1-3-1",1.022157784,1022.157784,"Sub Recent","Bocas","STRI Point","orig_df",0.8927217415,2.71558913718651
"470","Gobiidae","AT14-2-2",1.022205051,1022.205051,"Sub Recent","Bocas","Punta Donato","orig_df",0.9514598868,2.7157226536141
"471","Gobiidae","AT14-3-6",1.023116233,1023.116233,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8852226796,2.71829657138491
"472","Gobiidae","AT12-1-2-2",1.024399699,1024.399699,"Sub Recent","Bocas","STRI Point","orig_df",0.8329150211,2.72192236731028
"473","Gobiidae","AT12-1-3-1",1.024899299,1024.899299,"Sub Recent","Bocas","STRI Point","orig_df",0.8270581993,2.72333381674838
"474","Gobiidae","AT14-3-6",1.025143418,1025.143418,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8332888885,2.72402350756439
"475","Gobiidae","AT12-1-4-1",1.028259396,1028.259396,"Sub Recent","Bocas","STRI Point","orig_df",0.7344158488,2.73282775440365
"476","Gobiidae","AT14-2-1",1.028383515,1028.383515,"Sub Recent","Bocas","Punta Donato","orig_df",0.9509241296,2.73317848964534
"477","Gobiidae","AT14-1-8",1.028435928,1028.435928,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8437975599,2.73332659900814
"478","Gobiidae","AT12-1-4-1",1.031073976,1031.073976,"Sub Recent","Bocas","STRI Point","orig_df",0.7995610529,2.7407818467837
"479","Gobiidae","AT14-2-2",1.034981327,1034.981327,"Sub Recent","Bocas","Punta Donato","orig_df",0.9292299595,2.75182642028407
"480","Gobiidae","AT12-1-3-1",1.035608814,1035.608814,"Sub Recent","Bocas","STRI Point","orig_df",0.9308754807,2.75360032988917
"481","Gobiidae","AT14-2-2",1.037192363,1037.192363,"Sub Recent","Bocas","Punta Donato","orig_df",0.9305322577,2.75807733476385
"482","Gobiidae","AT12-1-2-1",1.037598617,1037.598617,"Sub Recent","Bocas","STRI Point","orig_df",0.942450797,2.75922596452392
"483","Gobiidae","AT14-2-2",1.037888834,1037.888834,"Sub Recent","Bocas","Punta Donato","orig_df",0.6098970761,2.76004653234165
"484","Gobiidae","AT12-1-3-1",1.042762968,1042.762968,"Sub Recent","Bocas","STRI Point","orig_df",0.8538945854,2.77382996293951
"485","Gobiidae","AT12-1-4-1",1.04392884,1043.92884,"Sub Recent","Bocas","STRI Point","orig_df",0.88243226,2.77712750514181
"486","Gobiidae","AT12-1-4-1",1.044000303,1044.000303,"Sub Recent","Bocas","STRI Point","orig_df",0.9142344867,2.77732963804572
"487","Gobiidae","AT14-2-2",1.044167757,1044.167757,"Sub Recent","Bocas","Punta Donato","orig_df",0.6914449143,2.77780328466285
"488","Gobiidae","AT12-1-2-1",1.044970523,1044.970523,"Sub Recent","Bocas","STRI Point","orig_df",0.9441895513,2.78007398926781
"489","Gobiidae","AT12-1-4-1",1.045587504,1045.587504,"Sub Recent","Bocas","STRI Point","orig_df",0.9017521566,2.78181925723658
"490","Gobiidae","AT14-2-2",1.045738256,1045.738256,"Sub Recent","Bocas","Punta Donato","orig_df",0.7189668734,2.78224570269599
"491","Gobiidae","AT12-1-4-1",1.04581099,1045.81099,"Sub Recent","Bocas","STRI Point","orig_df",0.9197850426,2.78245145315793
"492","Gobiidae","AT12-1-3-1",1.047776162,1047.776162,"Sub Recent","Bocas","STRI Point","orig_df",0.9817343374,2.78801088815268
"493","Gobiidae","AT12-1-1-1",1.048998382,1048.998382,"Sub Recent","Bocas","STRI Point","orig_df",0.9090531793,2.79146885843867
"494","Gobiidae","AT14-3-6",1.049747283,1049.747283,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8837490066,2.79358781516608
"495","Gobiidae","AT12-1-1-1",1.052080401,1052.080401,"Sub Recent","Bocas","STRI Point","orig_df",0.8654354496,2.80018980235475
"496","Gobiidae","AT14-2-2",1.052228054,1052.228054,"Sub Recent","Bocas","Punta Donato","orig_df",0.8693830232,2.80060764489122
"497","Gobiidae","AT14-2-2",1.054109596,1054.109596,"Sub Recent","Bocas","Punta Donato","orig_df",0.7097407898,2.80593253632722
"498","Gobiidae","AT14-2-2",1.054597864,1054.597864,"Sub Recent","Bocas","Punta Donato","orig_df",0.8169937636,2.80731446614466
"499","Gobiidae","AT14-2-2",1.056561623,1056.561623,"Sub Recent","Bocas","Punta Donato","orig_df",0.6849633645,2.81287284092221
"500","Gobiidae","AT12-1-4-1",1.05672895,1056.72895,"Sub Recent","Bocas","STRI Point","orig_df",0.7446639147,2.81334648637746
"501","Gobiidae","AT14-2-2",1.057521484,1057.521484,"Sub Recent","Bocas","Punta Donato","orig_df",1.02599309,2.81558994323846
"502","Gobiidae","AT12-1-3-1",1.059753605,1059.753605,"Sub Recent","Bocas","STRI Point","orig_df",0.8169469931,2.82190906626263
"503","Gobiidae","AT12-1-2-1",1.060037466,1060.037466,"Sub Recent","Bocas","STRI Point","orig_df",0.8849551606,2.82271273564983
"504","Gobiidae","AT14-3-6",1.060219944,1060.219944,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.9024754773,2.82322937591533
"505","Gobiidae","AT12-1-2-2",1.061132925,1061.132925,"Sub Recent","Bocas","STRI Point","orig_df",0.8902255491,2.82581433493784
"506","Gobiidae","AT12-1-2-1",1.061961253,1061.961253,"Sub Recent","Bocas","STRI Point","orig_df",0.9572371747,2.82815973428295
"507","Gobiidae","AT14-2-2",1.062723021,1062.723021,"Sub Recent","Bocas","Punta Donato","orig_df",0.8161069411,2.83031677202273
"508","Gobiidae","AT14-3-4",1.063605883,1063.605883,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.9019439406,2.83281682431541
"509","Gobiidae","AT12-1-2-2",1.063713884,1063.713884,"Sub Recent","Bocas","STRI Point","orig_df",0.8796068294,2.83312266611515
"510","Gobiidae","AT12-1-3-1",1.066493207,1066.493207,"Sub Recent","Bocas","STRI Point","orig_df",0.9376864319,2.84099394549909
"511","Gobiidae","AT12-1-1-1",1.067191492,1067.191492,"Sub Recent","Bocas","STRI Point","orig_df",0.8992749212,2.84297175210828
"512","Gobiidae","AT12-1-2-1",1.067432574,1067.432574,"Sub Recent","Bocas","STRI Point","orig_df",0.9891930546,2.84365460630862
"513","Gobiidae","AT14-2-2",1.068413297,1068.413297,"Sub Recent","Bocas","Punta Donato","orig_df",0.8607779848,2.84643256174114
"514","Gobiidae","AT12-1-4-1",1.070613353,1070.613353,"Sub Recent","Bocas","STRI Point","orig_df",0.9231513622,2.85266493584196
"515","Gobiidae","AT14-2-1",1.070672634,1070.672634,"Sub Recent","Bocas","Punta Donato","orig_df",1.036050086,2.85283287976624
"516","Gobiidae","AT12-1-4-1",1.071752792,1071.752792,"Sub Recent","Bocas","STRI Point","orig_df",0.8774037905,2.85589308583056
"517","Gobiidae","AT14-2-2",1.072169839,1072.169839,"Sub Recent","Bocas","Punta Donato","orig_df",0.8010045308,2.85707467791508
"518","Gobiidae","AT14-1-2",1.072983845,1072.983845,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8590663813,2.85938103178056
"519","Gobiidae","AT14-3-6",1.073163799,1073.163799,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.9245942531,2.85989091716512
"520","Gobiidae","AT12-1-3-1",1.074378552,1074.378552,"Sub Recent","Bocas","STRI Point","orig_df",0.8521952473,2.86333296482549
"521","Gobiidae","AT14-1-2",1.074814502,1074.814502,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8983775502,2.86456830533721
"522","Gobiidae","AT14-2-1",1.077576803,1077.576803,"Sub Recent","Bocas","Punta Donato","orig_df",0.9495549665,2.87239650391505
"523","Gobiidae","AT14-1-8",1.077659547,1077.659547,"Sub Recent","Bocas","Casa Blanca","orig_df",0.9907945596,2.87263101513674
"524","Gobiidae","AT14-3-6",1.079411178,1079.411178,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.8804664046,2.8775957161812
"525","Gobiidae","AT12-1-2-2",1.081087149,1081.087149,"Sub Recent","Bocas","STRI Point","orig_df",0.9765659183,2.88234644875503
"526","Gobiidae","AT14-2-2",1.082294999,1082.294999,"Sub Recent","Bocas","Punta Donato","orig_df",0.8856442688,2.88577052733385
"527","Gobiidae","AT14-2-2",1.082973544,1082.973544,"Sub Recent","Bocas","Punta Donato","orig_df",0.8847531916,2.88769420946653
"528","Gobiidae","AT12-1-2-1",1.085113916,1085.113916,"Sub Recent","Bocas","STRI Point","orig_df",0.8964621183,2.89376268554647
"529","Gobiidae","AT12-1-4-1",1.085155795,1085.155795,"Sub Recent","Bocas","STRI Point","orig_df",0.8929503375,2.89388143026964
"530","Gobiidae","AT14-2-2",1.08539807,1085.39807,"Sub Recent","Bocas","Punta Donato","orig_df",0.7812165538,2.89456838831499
"531","Gobiidae","AT14-2-2",1.086881692,1086.881692,"Sub Recent","Bocas","Punta Donato","orig_df",0.8758826843,2.89877533204526
"532","Gobiidae","AT14-2-1",1.087957711,1087.957711,"Sub Recent","Bocas","Punta Donato","orig_df",0.7198304004,2.90182670800968
"533","Gobiidae","AT12-1-4-1",1.088756031,1088.756031,"Sub Recent","Bocas","STRI Point","orig_df",0.9108102807,2.90409070815039
"534","Gobiidae","AT14-1-2",1.089561963,1089.561963,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8272385971,2.9063764020705
"535","Gobiidae","AT14-1-2",1.090875912,1090.875912,"Sub Recent","Bocas","Casa Blanca","orig_df",0.9279996586,2.9101031060261
"536","Gobiidae","AT14-2-1",1.090972607,1090.972607,"Sub Recent","Bocas","Punta Donato","orig_df",0.8351022914,2.91037736962256
"537","Gobiidae","AT12-1-2-2",1.091164032,1091.164032,"Sub Recent","Bocas","STRI Point","orig_df",0.9489577971,2.91092032786585
"538","Gobiidae","AT14-2-1",1.091260734,1091.260734,"Sub Recent","Bocas","Punta Donato","orig_df",0.6105224406,2.9111946158973
"539","Gobiidae","AT14-2-2",1.09190811,1091.90811,"Sub Recent","Bocas","Punta Donato","orig_df",0.8035880648,2.91303088935835
"540","Gobiidae","AT14-1-2",1.091921302,1091.921302,"Sub Recent","Bocas","Casa Blanca","orig_df",0.884399597,2.91306830900775
"541","Gobiidae","AT12-1-3-1",1.092508439,1092.508439,"Sub Recent","Bocas","STRI Point","orig_df",0.9391402757,2.91473377615072
"542","Gobiidae","AT12-1-6-1",1.092754521,1092.754521,"Sub Recent","Bocas","STRI Point","orig_df",0.8706697159,2.91543182680943
"543","Gobiidae","AT12-1-2-1",1.092991957,1092.991957,"Sub Recent","Bocas","STRI Point","orig_df",0.9638636912,2.91610536113952
"544","Gobiidae","AT12-1-4-1",1.095045281,1095.045281,"Sub Recent","Bocas","STRI Point","orig_df",0.9391983959,2.92193040790963
"545","Gobiidae","AT12-1-3-1",1.096468385,1096.468385,"Sub Recent","Bocas","STRI Point","orig_df",0.8530975647,2.92596799752435
"546","Gobiidae","AT14-1-8",1.099396253,1099.396253,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8860999438,2.93427590198174
"547","Gobiidae","AT14-2-2",1.10073118,1100.73118,"Sub Recent","Bocas","Punta Donato","orig_df",0.6502183561,2.93806425799909
"548","Gobiidae","AT12-1-2-2",1.10329887,1103.29887,"Sub Recent","Bocas","STRI Point","orig_df",0.9428009682,2.94535185797638
"549","Gobiidae","AT12-1-4-1",1.104047636,1104.047636,"Sub Recent","Bocas","STRI Point","orig_df",0.8810703825,2.9474772025511
"550","Gobiidae","AT12-1-2-2",1.104114738,1104.114738,"Sub Recent","Bocas","STRI Point","orig_df",0.9552522654,2.94766767354551
"551","Gobiidae","AT12-1-3-1",1.104678257,1104.678257,"Sub Recent","Bocas","STRI Point","orig_df",1.001730257,2.94926726763167
"552","Gobiidae","AT12-1-2-2",1.10543358,1105.43358,"Sub Recent","Bocas","STRI Point","orig_df",0.8751987301,2.95141139375673
"553","Gobiidae","AT12-1-3-1",1.105535711,1105.535711,"Sub Recent","Bocas","STRI Point","orig_df",0.9760392982,2.95170131888414
"554","Gobiidae","AT14-2-1",1.105597722,1105.597722,"Sub Recent","Bocas","Punta Donato","orig_df",1.006652016,2.95187735389286
"555","Gobiidae","AT14-2-2",1.105655429,1105.655429,"Sub Recent","Bocas","Punta Donato","orig_df",0.7007485751,2.95204117139344
"556","Gobiidae","AT12-1-3-1",1.107484524,1107.484524,"Sub Recent","Bocas","STRI Point","orig_df",0.8835678249,2.95723385045519
"557","Gobiidae","AT14-2-2",1.108795861,1108.795861,"Sub Recent","Bocas","Punta Donato","orig_df",0.8865407515,2.96095698283396
"558","Gobiidae","AT14-2-2",1.109203671,1109.203671,"Sub Recent","Bocas","Punta Donato","orig_df",0.8045559079,2.96211488890252
"559","Gobiidae","AT14-2-2",1.111416759,1111.416759,"Sub Recent","Bocas","Punta Donato","orig_df",0.7001010047,2.96839903931017
"560","Gobiidae","AT14-1-8",1.111644132,1111.644132,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8257091876,2.96904471873815
"561","Gobiidae","AT14-2-2",1.111664568,1111.664568,"Sub Recent","Bocas","Punta Donato","orig_df",0.8422007748,2.96910275200419
"562","Gobiidae","AT12-1-1-1",1.111930866,1111.930866,"Sub Recent","Bocas","STRI Point","orig_df",0.9654291511,2.96985897967628
"563","Gobiidae","AT12-1-4-1",1.112164415,1112.164415,"Sub Recent","Bocas","STRI Point","orig_df",0.9229233102,2.97052221682768
"564","Gobiidae","AT12-1-2-2",1.112335134,1112.335134,"Sub Recent","Bocas","STRI Point","orig_df",0.9149653484,2.9710070336525
"565","Gobiidae","AT12-1-4-1",1.11276995,1112.76995,"Sub Recent","Bocas","STRI Point","orig_df",0.9877323847,2.97224186832661
"566","Gobiidae","AT12-1-2-2",1.113561365,1113.561365,"Sub Recent","Bocas","STRI Point","orig_df",0.9488824936,2.97448948739014
"567","Gobiidae","AT14-2-2",1.114648401,1114.648401,"Sub Recent","Bocas","Punta Donato","orig_df",0.7836259901,2.97757683491623
"568","Gobiidae","AT12-1-2-2",1.114715953,1114.715953,"Sub Recent","Bocas","STRI Point","orig_df",0.9503353,2.97776869915323
"569","Gobiidae","AT12-1-1-1",1.115413233,1115.413233,"Sub Recent","Bocas","STRI Point","orig_df",0.9501921905,2.9797491882129
"570","Gobiidae","AT12-1-1-1",1.115878464,1115.878464,"Sub Recent","Bocas","STRI Point","orig_df",1.023547485,2.98107063049005
"571","Gobiidae","AT12-1-1-1",1.119466217,1119.466217,"Sub Recent","Bocas","STRI Point","orig_df",0.9685849609,2.99126245452532
"572","Gobiidae","AT14-3-6",1.120454013,1120.454013,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.961491994,2.99406887546043
