"","family","sample","oto_length_mm","oto_length_um","type_age","region","locality","source","oto_width_mm","fish_length_cm","n_species","n_estimates","mean_a","mean_b","group_name","sed_weight_500_kg","sed_weight_whole_sample_kg","total_oto_count","fish_weight_g"
"268","Gobiidae","AT14-2-2",0.847468919,847.4689192,"Sub Recent","Bocas","Punta Donato","orig_df",0.6163444273,2.22496310614999,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.108662733775628
"269","Gobiidae","AT14-2-1",0.849452336,849.4523364,"Sub Recent","Bocas","Punta Donato","orig_df",0.6438482927,2.23050011332396,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.109475511397745
"270","Gobiidae","AT12-1-4-1",0.849958974,849.9589736,"Sub Recent","Bocas","STRI Point","orig_df",0.7399536866,2.23191460074935,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.109683791816616
"271","Gobiidae","AT12-1-3-1",0.850750617,850.7506167,"Sub Recent","Bocas","STRI Point","orig_df",0.6768786958,2.23412490306454,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.110009782866062
"272","Gobiidae","AT12-1-1-1",0.850877864,850.8778635,"Sub Recent","Bocas","STRI Point","orig_df",0.740371899,2.23448019446023,11,26,0.00987961538461538,2.99819230769231,"AT12-1_1",0.1563,0.85,34,0.110062243922851
"273","Gobiidae","AT14-2-1",0.853316063,853.3160626,"Sub Recent","Bocas","Punta Donato","orig_df",0.718920032,2.24128863504112,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.111070777620535
"274","Gobiidae","AT14-2-2",0.855998867,855.9988673,"Sub Recent","Bocas","Punta Donato","orig_df",0.7505092044,2.24878153351419,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.112187798097898
"275","Gobiidae","AT14-2-2",0.858940362,858.940362,"Sub Recent","Bocas","Punta Donato","orig_df",0.6165570179,2.25699864599127,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.113421361849209
"276","Gobiidae","AT14-2-2",0.861573694,861.5736943,"Sub Recent","Bocas","Punta Donato","orig_df",0.6906409633,2.26435641022898,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.114533561241911
"277","Gobiidae","AT12-1-3-1",0.86196132,861.9613195,"Sub Recent","Bocas","STRI Point","orig_df",0.733038647,2.26543959199248,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.114697906186558
"278","Gobiidae","AT14-2-2",0.862321797,862.3217968,"Sub Recent","Bocas","Punta Donato","orig_df",0.617746707,2.26644693625677,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.114850885719484
"279","Gobiidae","AT14-1-2",0.863128582,863.1285824,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7000305016,2.26870157391905,11,26,0.00987961538461538,2.99819230769231,"AT14-1_2",0.255748,0.58385,102,0.115193777129675
"280","Gobiidae","AT14-2-1",0.863633597,863.633597,"Sub Recent","Bocas","Punta Donato","orig_df",1.017736828,2.27011295435158,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.115408770530961
"281","Gobiidae","AT14-2-2",0.864537414,864.5374142,"Sub Recent","Bocas","Punta Donato","orig_df",0.7364552826,2.27263900885507,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.115794227837247
"282","Gobiidae","AT14-2-2",0.86473335,864.7333499,"Sub Recent","Bocas","Punta Donato","orig_df",0.8068775871,2.27318664729071,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.115877906438914
"283","Gobiidae","AT12-1-4-1",0.864970578,864.9705783,"Sub Recent","Bocas","STRI Point","orig_df",0.7078806359,2.27384970680213,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.115979275190105
"284","Gobiidae","AT12-1-4-1",0.866783712,866.7837118,"Sub Recent","Bocas","STRI Point","orig_df",0.7401633678,2.27891785136757,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.116756047742588
"285","Gobiidae","AT14-2-2",0.867658326,867.6583264,"Sub Recent","Bocas","Punta Donato","orig_df",0.6887051914,2.28136284713662,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.117132018227204
"286","Gobiidae","AT14-2-2",0.869210113,869.2101133,"Sub Recent","Bocas","Punta Donato","orig_df",0.9106622679,2.28570127306537,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.117801128682381
"287","Gobiidae","AT14-2-1",0.869368144,869.3681436,"Sub Recent","Bocas","Punta Donato","orig_df",0.8606712443,2.28614311750263,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.117869416421247
"288","Gobiidae","AT14-2-2",0.870354838,870.354838,"Sub Recent","Bocas","Punta Donato","orig_df",0.6255983502,2.28890196481957,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.11829639725833
"289","Gobiidae","AT14-2-1",0.872392411,872.3924106,"Sub Recent","Bocas","Punta Donato","orig_df",0.6560501965,2.29459974973328,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.119181491531066
"290","Gobiidae","AT14-2-1",0.872637257,872.637257,"Sub Recent","Bocas","Punta Donato","orig_df",0.6832840659,2.29528448364547,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.119288154255367
"291","Gobiidae","AT12-1-4-1",0.87322542,873.2254204,"Sub Recent","Bocas","STRI Point","orig_df",0.7899332752,2.29692938413858,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.119544644487231
"292","Gobiidae","AT14-1-2",0.874147638,874.1476377,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7132795693,2.29950866878484,11,26,0.00987961538461538,2.99819230769231,"AT14-1_2",0.255748,0.58385,102,0.119947573359901
"293","Gobiidae","AT14-2-2",0.874942934,874.9429344,"Sub Recent","Bocas","Punta Donato","orig_df",0.7084196763,2.30173311268539,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.12029579601952
"294","Gobiidae","AT12-1-4-1",0.876215569,876.2155691,"Sub Recent","Bocas","STRI Point","orig_df",0.6982533318,2.30529294033051,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.120854465356249
"295","Gobiidae","AT12-1-4-1",0.876732711,876.7327111,"Sub Recent","Bocas","STRI Point","orig_df",0.7395829381,2.30673958867899,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.121081991497673
"296","Gobiidae","AT14-2-2",0.876931159,876.931159,"Sub Recent","Bocas","Punta Donato","orig_df",0.701014875,2.30729473964563,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.121169380341371
"297","Gobiidae","AT14-2-1",0.877183321,877.183321,"Sub Recent","Bocas","Punta Donato","orig_df",0.762119481,2.30800016500849,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.12128048519202
"298","Gobiidae","AT14-2-2",0.879538523,879.5385226,"Sub Recent","Bocas","Punta Donato","orig_df",0.6682258258,2.31458948162016,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.12232158687115
"299","Gobiidae","AT14-2-1",0.879564035,879.5640354,"Sub Recent","Bocas","Punta Donato","orig_df",0.8840003941,2.31466086447637,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.122332897738776
"300","Gobiidae","AT12-1-4-1",0.881535079,881.5350793,"Sub Recent","Bocas","STRI Point","orig_df",0.7627764889,2.32017626278477,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.123208941410292
"301","Gobiidae","AT12-1-4-1",0.882007481,882.0074811,"Sub Recent","Bocas","STRI Point","orig_df",0.750451904,2.3214982594898,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.123419541383493
"302","Gobiidae","AT14-2-2",0.882540165,882.5401648,"Sub Recent","Bocas","Punta Donato","orig_df",0.6577886887,2.32298900649249,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.123657311678156
"303","Gobiidae","AT12-1-4-1",0.882831933,882.8319328,"Sub Recent","Bocas","STRI Point","orig_df",0.7220343068,2.32380556024686,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.12378767920405
"304","Gobiidae","AT14-2-2",0.887522975,887.5229754,"Sub Recent","Bocas","Punta Donato","orig_df",0.7333084912,2.33693643985751,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.125896697909551
"305","Gobiidae","AT12-1-4-1",0.887737624,887.7376239,"Sub Recent","Bocas","STRI Point","orig_df",0.7089883088,2.33753737747934,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.125993786431681
"306","Gobiidae","AT14-2-1",0.889002327,889.002327,"Sub Recent","Bocas","Punta Donato","orig_df",0.7856072164,2.34107826349885,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.126566871511937
"307","Gobiidae","AT14-3-6",0.891548059,891.5480591,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7275395538,2.3482067102333,11,26,0.00987961538461538,2.99819230769231,"AT14-3_5",0.31401,0.6877,40,0.127725859786015
"308","Gobiidae","AT12-1-3-1",0.891813476,891.8134756,"Sub Recent","Bocas","STRI Point","orig_df",0.7351090945,2.34894999339926,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.127847113103374
"309","Gobiidae","AT14-3-6",0.891859068,891.8590683,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.6947480704,2.34907767225855,11,26,0.00987961538461538,2.99819230769231,"AT14-3_5",0.31401,0.6877,40,0.127867949337028
"310","Gobiidae","AT14-2-1",0.89464385,894.6438496,"Sub Recent","Bocas","Punta Donato","orig_df",0.715048738,2.35687714218047,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.129145060647964
"311","Gobiidae","AT14-2-2",0.895196503,895.1965026,"Sub Recent","Bocas","Punta Donato","orig_df",0.9978915796,2.35842516615969,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.129399546114948
"312","Gobiidae","AT14-1-2",0.896059096,896.0590957,"Sub Recent","Bocas","Casa Blanca","orig_df",0.751086918,2.36084147691884,11,26,0.00987961538461538,2.99819230769231,"AT14-1_2",0.255748,0.58385,102,0.129797440125253
"313","Gobiidae","AT14-2-2",0.896783631,896.7836307,"Sub Recent","Bocas","Punta Donato","orig_df",0.5816281801,2.36287117084015,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.130132299393523
"314","Gobiidae","AT14-1-2",0.896939849,896.9398485,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7424088156,2.36330880956478,11,26,0.00987961538461538,2.99819230769231,"AT14-1_2",0.255748,0.58385,102,0.130204576482399
"315","Gobiidae","AT14-2-2",0.897845883,897.8458827,"Sub Recent","Bocas","Punta Donato","orig_df",0.7534918095,2.36584712402448,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.130624312883144
"316","Gobiidae","AT14-2-2",0.900878299,900.8782988,"Sub Recent","Bocas","Punta Donato","orig_df",0.6124743054,2.37434381641785,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.132035888351218
"317","Gobiidae","AT12-1-4-1",0.903032833,903.0328325,"Sub Recent","Bocas","STRI Point","orig_df",0.8051613412,2.38038182263339,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.133045151415227
"318","Gobiidae","AT14-1-8",0.903049255,903.0492552,"Sub Recent","Bocas","Casa Blanca","orig_df",0.734171656,2.38042784821541,11,26,0.00987961538461538,2.99819230769231,"AT14-1_5",0.186586,0.6334,63,0.133052864348804
"319","Gobiidae","AT14-3-4",0.903539892,903.5398919,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7979961501,2.38180297026693,11,26,0.00987961538461538,2.99819230769231,"AT14-3_3",0.207246,0.625,27,0.133283443783357
"320","Gobiidae","AT12-1-3-1",0.904127794,904.1277944,"Sub Recent","Bocas","STRI Point","orig_df",0.7839311763,2.38345076184401,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.133560094810418
"321","Gobiidae","AT14-3-4",0.904563439,904.5634391,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7479299894,2.38467184607001,11,26,0.00987961538461538,2.99819230769231,"AT14-3_3",0.207246,0.625,27,0.13376535178225
"322","Gobiidae","AT14-3-4",0.905035337,905.0353372,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.740353033,2.38599458702528,11,26,0.00987961538461538,2.99819230769231,"AT14-3_3",0.207246,0.625,27,0.133987933738107
"323","Gobiidae","AT12-1-4-1",0.905517508,905.5175083,"Sub Recent","Bocas","STRI Point","orig_df",0.7505113788,2.38734616848509,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.134215623610618
"324","Gobiidae","AT14-2-2",0.905916949,905.9169494,"Sub Recent","Bocas","Punta Donato","orig_df",1.001538601,2.38846588259064,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.134404447876328
"325","Gobiidae","AT12-1-4-1",0.906316213,906.316213,"Sub Recent","Bocas","STRI Point","orig_df",0.7555856436,2.38958513172948,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.134593370586315
"326","Gobiidae","AT14-2-2",0.907327504,907.327504,"Sub Recent","Bocas","Punta Donato","orig_df",0.8911144043,2.39242020393592,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.135072705941954
"327","Gobiidae","AT14-3-4",0.910725147,910.7251468,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7716136502,2.4019466825015,11,26,0.00987961538461538,2.99819230769231,"AT14-3_3",0.207246,0.625,27,0.136691712633878
"328","Gobiidae","AT14-2-2",0.911074069,911.0740688,"Sub Recent","Bocas","Punta Donato","orig_df",0.7926555321,2.40292513456885,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.136858727297885
"329","Gobiidae","AT12-1-4-1",0.911584193,911.584193,"Sub Recent","Bocas","STRI Point","orig_df",0.7178143957,2.40435567423738,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.137103154725908
"330","Gobiidae","AT14-2-1",0.912554001,912.5540012,"Sub Recent","Bocas","Punta Donato","orig_df",0.66197205,2.40707544437074,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.137568667016232
"331","Gobiidae","AT14-2-1",0.912895733,912.895733,"Sub Recent","Bocas","Punta Donato","orig_df",0.7152025208,2.40803385545146,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.137732958060911
"332","Gobiidae","AT12-1-2-2",0.914917348,914.9173475,"Sub Recent","Bocas","STRI Point","orig_df",0.4948533701,2.41370407868125,11,26,0.00987961538461538,2.99819230769231,"AT12-1_3",0.23893,1.15,73,0.138707625013573
"333","Gobiidae","AT12-1-4-1",0.916446135,916.4461346,"Sub Recent","Bocas","STRI Point","orig_df",0.7150201558,2.41799254479455,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.139447823975378
"334","Gobiidae","AT12-1-3-1",0.916630469,916.6304689,"Sub Recent","Bocas","STRI Point","orig_df",0.8032582394,2.41850965859719,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.139537256438276
"335","Gobiidae","AT14-2-2",0.917807859,917.8078591,"Sub Recent","Bocas","Punta Donato","orig_df",0.7757225673,2.42181275628327,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.140109414111565
"336","Gobiidae","AT14-2-1",0.918962705,918.9627049,"Sub Recent","Bocas","Punta Donato","orig_df",0.5432132353,2.42505286843553,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.14067217857498
"337","Gobiidae","AT14-2-2",0.92027999,920.2799898,"Sub Recent","Bocas","Punta Donato","orig_df",0.6806275043,2.42874904452193,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.141315992417266
"338","Gobiidae","AT14-2-1",0.920730753,920.7307525,"Sub Recent","Bocas","Punta Donato","orig_df",0.7113426423,2.43001391936925,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.141536763234575
"339","Gobiidae","AT12-1-3-1",0.921241356,921.2413558,"Sub Recent","Bocas","STRI Point","orig_df",0.7831085902,2.43144675705432,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.141787127764527
"340","Gobiidae","AT14-2-2",0.921351231,921.3512308,"Sub Recent","Bocas","Punta Donato","orig_df",0.6880146785,2.43175509130579,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.141841042604457
"341","Gobiidae","AT14-2-2",0.923200222,923.2002223,"Sub Recent","Bocas","Punta Donato","orig_df",0.650103059,2.436944129375,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.142750440578433
"342","Gobiidae","AT12-1-3-1",0.923417487,923.4174865,"Sub Recent","Bocas","STRI Point","orig_df",0.7724355765,2.43755390853937,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.142857561060621
"343","Gobiidae","AT12-1-4-1",0.924613956,924.6139555,"Sub Recent","Bocas","STRI Point","orig_df",0.7959014189,2.4409120986411,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.143448457549275
"344","Gobiidae","AT14-2-2",0.925314446,925.3144464,"Sub Recent","Bocas","Punta Donato","orig_df",0.8104907812,2.44287832694469,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.143795183738101
"345","Gobiidae","AT14-2-2",0.92631031,926.3103096,"Sub Recent","Bocas","Punta Donato","orig_df",0.5798435793,2.44567381221311,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.144289102625702
"346","Gobiidae","AT12-1-3-1",0.928299981,928.2999808,"Sub Recent","Bocas","STRI Point","orig_df",0.7622216943,2.45125957755426,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.145279404951331
"347","Gobiidae","AT14-2-2",0.929479527,929.4795266,"Sub Recent","Bocas","Punta Donato","orig_df",1.116378997,2.45457137061968,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.145868687420489
"348","Gobiidae","AT14-1-8",0.931168049,931.1680488,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7915127634,2.45931267020319,11,26,0.00987961538461538,2.99819230769231,"AT14-1_5",0.186586,0.6334,63,0.146715098144754
"349","Gobiidae","AT14-2-2",0.933996303,933.9963034,"Sub Recent","Bocas","Punta Donato","orig_df",0.7121579407,2.46725550747097,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.14814036711094
"350","Gobiidae","AT12-1-4-1",0.934238064,934.2380643,"Sub Recent","Bocas","STRI Point","orig_df",0.8402549656,2.46793453702165,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.148262639067385
"351","Gobiidae","AT14-2-1",0.934605248,934.6052482,"Sub Recent","Bocas","Punta Donato","orig_df",0.6034496008,2.46896586103504,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.148448476850739
"352","Gobiidae","AT14-2-2",0.934831714,934.8317143,"Sub Recent","Bocas","Punta Donato","orig_df",0.732162681,2.46960195769233,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.148563174639232
"353","Gobiidae","AT12-1-3-1",0.935353079,935.3530786,"Sub Recent","Bocas","STRI Point","orig_df",0.7674847994,2.47106640233855,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.148827460500542
"354","Gobiidae","AT14-2-2",0.93580818,935.8081801,"Sub Recent","Bocas","Punta Donato","orig_df",0.968128997,2.47234476245612,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.149058419987257
"355","Gobiidae","AT14-3-6",0.939297984,939.2979844,"Sub Recent","Bocas","Cayo Adriana","orig_df",0.7507849676,2.48214878460436,11,26,0.00987961538461538,2.99819230769231,"AT14-3_5",0.31401,0.6877,40,0.150837644445482
"356","Gobiidae","AT14-1-2",0.939477128,939.4771283,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8176684737,2.48265212201819,11,26,0.00987961538461538,2.99819230769231,"AT14-1_2",0.255748,0.58385,102,0.150929369634453
"357","Gobiidae","AT14-2-2",0.939479916,939.479916,"Sub Recent","Bocas","Punta Donato","orig_df",0.8224570985,2.48265995545556,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.150930797446753
"358","Gobiidae","AT14-2-2",0.940568847,940.5688467,"Sub Recent","Bocas","Punta Donato","orig_df",0.9377953626,2.48571963482347,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.151489178495903
"359","Gobiidae","AT14-2-1",0.942593826,942.5938262,"Sub Recent","Bocas","Punta Donato","orig_df",0.8412174003,2.49141001818974,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.15253131210283
"360","Gobiidae","AT12-1-1-1",0.94286711,942.8671101,"Sub Recent","Bocas","STRI Point","orig_df",0.8894698224,2.49217803143426,11,26,0.00987961538461538,2.99819230769231,"AT12-1_1",0.1563,0.85,34,0.152672330490394
"361","Gobiidae","AT14-2-1",0.942994789,942.9947887,"Sub Recent","Bocas","Punta Donato","orig_df",0.827189967,2.49253685405696,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.152738245306517
"362","Gobiidae","AT12-1-4-1",0.947289094,947.2890937,"Sub Recent","Bocas","STRI Point","orig_df",0.8151224648,2.50460713917704,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.154966591824357
"363","Gobiidae","AT12-1-3-1",0.947358563,947.3585628,"Sub Recent","Bocas","STRI Point","orig_df",0.8186865129,2.50480242874223,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.155002822032028
"364","Gobiidae","AT14-2-2",0.950541556,950.5415559,"Sub Recent","Bocas","Punta Donato","orig_df",0.7503549874,2.51375135166072,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.156669093134407
"365","Gobiidae","AT12-1-3-1",0.95138162,951.3816204,"Sub Recent","Bocas","STRI Point","orig_df",0.7727511274,2.51611349159784,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.157110901351101
"366","Gobiidae","AT12-1-3-1",0.9544432,954.4432004,"Sub Recent","Bocas","STRI Point","orig_df",0.8462395051,2.5247233326008,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.158728290868571
"367","Gobiidae","AT14-2-2",0.954543793,954.5437928,"Sub Recent","Bocas","Punta Donato","orig_df",0.5845713762,2.52500625206078,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.158781625767238
"368","Gobiidae","AT14-2-2",0.956548679,956.5486787,"Sub Recent","Bocas","Punta Donato","orig_df",0.6554897898,2.53064541978637,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.159847193273673
"369","Gobiidae","AT12-1-4-1",0.957364971,957.364971,"Sub Recent","Bocas","STRI Point","orig_df",0.8028214398,2.53294162862725,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.160282442725619
"370","Gobiidae","AT14-2-2",0.957432566,957.4325655,"Sub Recent","Bocas","Punta Donato","orig_df",0.7979935616,2.53313177721222,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.160318521014116
"371","Gobiidae","AT12-1-4-1",0.960072325,960.072325,"Sub Recent","Bocas","STRI Point","orig_df",0.7642492377,2.54055823299899,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.161731834362859
"372","Gobiidae","AT14-2-2",0.961239297,961.2392971,"Sub Recent","Bocas","Punta Donato","orig_df",0.9131519964,2.54384169678321,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.162359341596185
"373","Gobiidae","AT12-1-2-1",0.965037373,965.0373726,"Sub Recent","Bocas","STRI Point","orig_df",0.8730467157,2.55452993954533,11,26,0.00987961538461538,2.99819230769231,"AT12-1_2",0.261,1.15,93,0.164413220365954
"374","Gobiidae","AT14-1-8",0.96522458,965.2245802,"Sub Recent","Bocas","Casa Blanca","orig_df",0.7955488866,2.55505683144179,11,26,0.00987961538461538,2.99819230769231,"AT14-1_5",0.186586,0.6334,63,0.164514914578158
"375","Gobiidae","AT14-1-8",0.965700991,965.7009912,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8083450576,2.5563977137353,11,26,0.00987961538461538,2.99819230769231,"AT14-1_5",0.186586,0.6334,63,0.164773904308334
"376","Gobiidae","AT12-1-4-1",0.966617104,966.6171035,"Sub Recent","Bocas","STRI Point","orig_df",0.8316475667,2.55897627657269,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.165272713912886
"377","Gobiidae","AT14-2-1",0.966732036,966.7320358,"Sub Recent","Bocas","Punta Donato","orig_df",0.7636566278,2.55929978402412,11,26,0.00987961538461538,2.99819230769231,"AT14-2_1",0.126321,0.6472,39,0.165335365708986
"378","Gobiidae","AT12-1-3-1",0.966995325,966.9953246,"Sub Recent","Bocas","STRI Point","orig_df",0.7580616913,2.56004089187033,11,26,0.00987961538461538,2.99819230769231,"AT12-1_4",0.23809,1.15,62,0.165478951391862
"379","Gobiidae","AT12-1-4-1",0.968209822,968.2098224,"Sub Recent","Bocas","STRI Point","orig_df",0.7941056811,2.56345963224427,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.166142390056535
"380","Gobiidae","AT14-2-2",0.968988429,968.9884292,"Sub Recent","Bocas","Punta Donato","orig_df",0.605622336,2.56565150959892,11,26,0.00987961538461538,2.99819230769231,"AT14-2_2",0.085008,0.5441,17,0.166568675653956
"381","Gobiidae","AT14-1-8",0.969283265,969.2832649,"Sub Recent","Bocas","Casa Blanca","orig_df",0.8489670908,2.56648153937212,11,26,0.00987961538461538,2.99819230769231,"AT14-1_5",0.186586,0.6334,63,0.166730293453598
"382","Gobiidae","AT12-1-4-1",0.969407701,969.4077005,"Sub Recent","Bocas","STRI Point","orig_df",0.8695455603,2.56683185954184,11,26,0.00987961538461538,2.99819230769231,"AT12-1_5",0.21289,1.15,85,0.166798536785639
