"","family","sample","oto_length_mm","oto_length_um","type_age","region","locality","source","oto_width_mm"
"1129","Engraulidae","AT13-12-2-2",2.067201,2067.201,"Sub Recent","Bocas","Casa Blanca","new_2025",1.124203
"1130","Engraulidae","AT13-12-2-2",2.268693,2268.693,"Sub Recent","Bocas","Casa Blanca","new_2025",1.187434
"1131","Engraulidae","AT13-12-2-2",2.071118,2071.118,"Sub Recent","Bocas","Casa Blanca","new_2025",1.058193
"1132","Engraulidae","AT13-12-2-2",1.50041,1500.41,"Sub Recent","Bocas","Casa Blanca","new_2025",0.859058
"1133","Engraulidae","AT13-12-2-2",1.625594,1625.594,"Sub Recent","Bocas","Casa Blanca","new_2025",1.080363
"1134","Engraulidae","AT13-12-2-2",2.03716,2037.16,"Sub Recent","Bocas","Casa Blanca","new_2025",1.317899
"1135","Engraulidae","AT13-12-3-1",2.146716,2146.716,"Sub Recent","Bocas","Casa Blanca","new_2025",1.260246
"1136","Engraulidae","AT13-12-3-1",1.504588,1504.588,"Sub Recent","Bocas","Casa Blanca","new_2025",0.950462
"1137","Engraulidae","AT13-12-3-1",1.894103,1894.103,"Sub Recent","Bocas","Casa Blanca","new_2025",1.098365
"1138","Engraulidae","AT13-12-3-1",1.864829,1864.829,"Sub Recent","Bocas","Casa Blanca","new_2025",1.057322
"1139","Engraulidae","AT13-12-3-1",1.727241,1727.241,"Sub Recent","Bocas","Casa Blanca","new_2025",1.011784
"1140","Engraulidae","AT13-12-3-1",1.684669,1684.669,"Sub Recent","Bocas","Casa Blanca","new_2025",0.964392
"1141","Engraulidae","AT13-12-3-1",1.69748,1697.48,"Sub Recent","Bocas","Casa Blanca","new_2025",0.916464
"1142","Engraulidae","AT13-12-3-1",2.281393,2281.393,"Sub Recent","Bocas","Casa Blanca","new_2025",1.429042
"1143","Engraulidae","AT13-12-3-1",1.023819,1023.819,"Sub Recent","Bocas","Casa Blanca","new_2025",0.732446
"1144","Engraulidae","AT13-12-3-1",1.639185,1639.185,"Sub Recent","Bocas","Casa Blanca","new_2025",1.170481
"1145","Engraulidae","AT13-12-3-2",2.069221,2069.221,"Sub Recent","Bocas","Casa Blanca","new_2025",1.215587
"1146","Engraulidae","AT13-12-3-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.101904
"1147","Engraulidae","AT13-12-3-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",0.999853
"1148","Engraulidae","AT13-12-3-2",1.950132,1950.132,"Sub Recent","Bocas","Casa Blanca","new_2025",1.192693
"1149","Engraulidae","AT13-12-3-2",2.305412,2305.412,"Sub Recent","Bocas","Casa Blanca","new_2025",1.380978
"1150","Engraulidae","AT13-12-3-2",2.067663,2067.663,"Sub Recent","Bocas","Casa Blanca","new_2025",1.064454
"1151","Engraulidae","AT13-12-3-2",1.943422,1943.422,"Sub Recent","Bocas","Casa Blanca","new_2025",1.078044
"1152","Engraulidae","AT13-12-3-2",1.755554,1755.554,"Sub Recent","Bocas","Casa Blanca","new_2025",1.150488
"1153","Engraulidae","AT13-12-3-2",1.245075,1245.075,"Sub Recent","Bocas","Casa Blanca","new_2025",0.854656
"1154","Engraulidae","AT13-12-3-2",1.486623,1486.623,"Sub Recent","Bocas","Casa Blanca","new_2025",1.036968
"1155","Engraulidae","AT13-12-3-2",1.71472,1714.72,"Sub Recent","Bocas","Casa Blanca","new_2025",1.132921
"1156","Engraulidae","AT13-12-3-2",2.261017,2261.017,"Sub Recent","Bocas","Casa Blanca","new_2025",1.446834
"1157","Engraulidae","AT13-12-4-1",1.890584,1890.584,"Sub Recent","Bocas","Casa Blanca","new_2025",1.140042
"1158","Engraulidae","AT13-12-4-1",1.467532,1467.532,"Sub Recent","Bocas","Casa Blanca","new_2025",0.849345
"1159","Engraulidae","AT13-12-4-1",1.508586,1508.586,"Sub Recent","Bocas","Casa Blanca","new_2025",0.980916
"1160","Engraulidae","AT13-12-4-1",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.159275
"1161","Engraulidae","AT13-12-4-1",2.4375,2437.5,"Sub Recent","Bocas","Casa Blanca","new_2025",1.425739
"1162","Engraulidae","AT13-12-4-1",1.772849,1772.849,"Sub Recent","Bocas","Casa Blanca","new_2025",1.131048
"1163","Engraulidae","AT13-12-4-1",2.351164,2351.164,"Sub Recent","Bocas","Casa Blanca","new_2025",1.417635
"1164","Engraulidae","AT13-12-4-1",2.419234,2419.234,"Sub Recent","Bocas","Casa Blanca","new_2025",1.411497
"1165","Engraulidae","AT13-12-4-1",2.09207,2092.07,"Sub Recent","Bocas","Casa Blanca","new_2025",1.303763
"1166","Engraulidae","AT13-12-4-1",1.944284,1944.284,"Sub Recent","Bocas","Casa Blanca","new_2025",1.076554
"1167","Engraulidae","AT13-12-4-1",1.786894,1786.894,"Sub Recent","Bocas","Casa Blanca","new_2025",0.986965
"1168","Engraulidae","AT13-12-4-1",2.126974,2126.974,"Sub Recent","Bocas","Casa Blanca","new_2025",1.388906
"1169","Engraulidae","AT13-12-4-1",2.205645,2205.645,"Sub Recent","Bocas","Casa Blanca","new_2025",1.415994
"1170","Engraulidae","AT13-12-4-2",1.57681,1576.81,"Sub Recent","Bocas","Casa Blanca","new_2025",1.019248
"1171","Engraulidae","AT13-12-4-2",1.749607,1749.607,"Sub Recent","Bocas","Casa Blanca","new_2025",1.00979
"1172","Engraulidae","AT13-12-4-2",1.831265,1831.265,"Sub Recent","Bocas","Casa Blanca","new_2025",1.118663
"1173","Engraulidae","AT13-12-4-2",2.237943,2237.943,"Sub Recent","Bocas","Casa Blanca","new_2025",1.310055
"1174","Engraulidae","AT13-12-4-2",1.793583,1793.583,"Sub Recent","Bocas","Casa Blanca","new_2025",1.129991
"1175","Engraulidae","AT13-12-4-2",2.142946,2142.946,"Sub Recent","Bocas","Casa Blanca","new_2025",1.14209
"1176","Engraulidae","AT13-12-4-2",2.061843,2061.843,"Sub Recent","Bocas","Casa Blanca","new_2025",1.016759
"1177","Engraulidae","AT13-12-4-2",1.933835,1933.835,"Sub Recent","Bocas","Casa Blanca","new_2025",0.981793
"1178","Engraulidae","AT13-12-4-2",2.396632,2396.632,"Sub Recent","Bocas","Casa Blanca","new_2025",1.589244
"1179","Engraulidae","AT14-1-1",1.514528,1514.528,"Sub Recent","Bocas","Casa Blanca","new_2025",0.818253
"1180","Engraulidae","AT14-1-1",1.170796,1170.796,"Sub Recent","Bocas","Casa Blanca","new_2025",0.800216
"1181","Engraulidae","AT14-1-1",2.050926,2050.926,"Sub Recent","Bocas","Casa Blanca","new_2025",1.25606
"1182","Engraulidae","AT14-1-1",1.547883,1547.883,"Sub Recent","Bocas","Casa Blanca","new_2025",0.872983
"1183","Engraulidae","AT14-1-1",1.816188,1816.188,"Sub Recent","Bocas","Casa Blanca","new_2025",1.222819
"1184","Engraulidae","AT14-1-1",1.853334,1853.334,"Sub Recent","Bocas","Casa Blanca","new_2025",1.011131
"1185","Engraulidae","AT14-1-1",2.988191,2988.191,"Sub Recent","Bocas","Casa Blanca","new_2025",1.72396
"1186","Engraulidae","AT14-1-1",1.807547,1807.547,"Sub Recent","Bocas","Casa Blanca","new_2025",1.16152
"1187","Engraulidae","AT14-1-3",1.314927,1314.927,"Sub Recent","Bocas","Casa Blanca","new_2025",0.803145
"1188","Engraulidae","AT14-1-3",1.702775,1702.775,"Sub Recent","Bocas","Casa Blanca","new_2025",1.005151
"1189","Engraulidae","AT14-1-3",1.79956,1799.56,"Sub Recent","Bocas","Casa Blanca","new_2025",1.01359
"1190","Engraulidae","AT14-1-3",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.783728
"1191","Engraulidae","AT14-1-3",1.077205,1077.205,"Sub Recent","Bocas","Casa Blanca","new_2025",1.946221
"1192","Engraulidae","AT14-1-3",1.165781,1165.781,"Sub Recent","Bocas","Casa Blanca","new_2025",1.521468
"1193","Engraulidae","AT14-1-3",1.030905,1030.905,"Sub Recent","Bocas","Casa Blanca","new_2025",2.17019
"1194","Engraulidae","AT14-1-3",1.328058,1328.058,"Sub Recent","Bocas","Casa Blanca","new_2025",1.932892
"1195","Engraulidae","AT14-1-5",1.638326,1638.326,"Sub Recent","Bocas","Casa Blanca","new_2025",0.97131
"1196","Engraulidae","AT14-1-5",2.156096,2156.096,"Sub Recent","Bocas","Casa Blanca","new_2025",1.367934
"1197","Engraulidae","AT14-1-5",2.048577,2048.577,"Sub Recent","Bocas","Casa Blanca","new_2025",1.29799
"1198","Engraulidae","AT14-1-8",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.060676
"1199","Engraulidae","AT14-1-8",1.631733,1631.733,"Sub Recent","Bocas","Casa Blanca","new_2025",0.846579
"1200","Engraulidae","AT14-1-8",1.57856,1578.56,"Sub Recent","Bocas","Casa Blanca","new_2025",0.918603
"1201","Engraulidae","AT14-1-8",2.054433,2054.433,"Sub Recent","Bocas","Casa Blanca","new_2025",1.081516
"1202","Engraulidae","AT14-1-8",1.863894,1863.894,"Sub Recent","Bocas","Casa Blanca","new_2025",1.049521
"1203","Engraulidae","AT14-1-7",1.473121,1473.121,"Sub Recent","Bocas","Casa Blanca","new_2025",1.039815
"1204","Engraulidae","AT14-1-7",1.186351,1186.351,"Sub Recent","Bocas","Casa Blanca","new_2025",0.827258
"1205","Engraulidae","AT14-1-7",1.473242,1473.242,"Sub Recent","Bocas","Casa Blanca","new_2025",1.002964
"1206","Engraulidae","AT14-1-7",1.627115,1627.115,"Sub Recent","Bocas","Casa Blanca","new_2025",0.889963
"1207","Engraulidae","AT14-1-7",1.163972,1163.972,"Sub Recent","Bocas","Casa Blanca","new_2025",0.769668
"1208","Engraulidae","AT14-1-7",1.997909,1997.909,"Sub Recent","Bocas","Casa Blanca","new_2025",1.301301
"1209","Engraulidae","AT14-1-7",1.92063,1920.63,"Sub Recent","Bocas","Casa Blanca","new_2025",NA
"1210","Engraulidae","AT14-1-7",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.165452
"1211","Engraulidae","AT14-1-7",2.027128,2027.128,"Sub Recent","Bocas","Casa Blanca","new_2025",1.055984
"1212","Engraulidae","AT14-1-7",1.707455,1707.455,"Sub Recent","Bocas","Casa Blanca","new_2025",0.987998
"1213","Engraulidae","AT14-2-1",1.967888,1967.888,"Sub Recent","Bocas","Punta Donato","new_2025",1.250415
"1214","Engraulidae","AT14-2-1",NA,NA,"Sub Recent","Bocas","Punta Donato","new_2025",1.170917
"1215","Engraulidae","AT14-2-1",2.041452,2041.452,"Sub Recent","Bocas","Punta Donato","new_2025",1.205502
"1216","Engraulidae","AT14-2-1",2.076716,2076.716,"Sub Recent","Bocas","Punta Donato","new_2025",1.354069
"1217","Engraulidae","AT14-2-1",1.547892,1547.892,"Sub Recent","Bocas","Punta Donato","new_2025",1.077284
"1218","Engraulidae","AT14-2-4",1.360227,1360.227,"Sub Recent","Bocas","Punta Donato","new_2025",0.906818
"1219","Engraulidae","AT14-2-4",1.016558,1016.558,"Sub Recent","Bocas","Punta Donato","new_2025",0.769737
"1220","Engraulidae","AT14-2-4",1.145475,1145.475,"Sub Recent","Bocas","Punta Donato","new_2025",0.798839
"1221","Engraulidae","AT14-2-4",1.600759,1600.759,"Sub Recent","Bocas","Punta Donato","new_2025",1.067877
"1222","Engraulidae","AT14-3-2",2.097747,2097.747,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.303508
"1223","Engraulidae","AT14-3-4",2.128592,2128.592,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.376335
"1224","Engraulidae","AT14-3-4",2.338548,2338.548,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.441765
"1225","Engraulidae","AT14-3-4",1.987739,1987.739,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.259246
"1226","Engraulidae","AT14-3-6",NA,NA,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.38955
"1227","Engraulidae","AT14-3-6",1.929135,1929.135,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.308235
"1228","Engraulidae","AT14-3-5",2.073541,2073.541,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.42191
"1229","Engraulidae","AT14-3-5",1.556097,1556.097,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.039909
"1230","Engraulidae","AT14-3-5",2.128832,2128.832,"Sub Recent","Bocas","Cayo Adriana","new_2025",1.147517
"1231","Gobiidae","AT12-1-5-1",1.568156,1568.156,"Sub Recent","Bocas","STRI Point","new_2025",NA
"1232","Gobiidae","AT12-1-5-1",0.994442,994.442,"Sub Recent","Bocas","STRI Point","new_2025",1.002527
"1233","Gobiidae","AT12-1-5-1",1.059121,1059.121,"Sub Recent","Bocas","STRI Point","new_2025",1.094155
"1234","Gobiidae","AT12-1-5-1",1.31133,1311.33,"Sub Recent","Bocas","STRI Point","new_2025",1.264665
"1235","Gobiidae","AT12-1-5-1",0.905933,905.933,"Sub Recent","Bocas","STRI Point","new_2025",0.970909
"1236","Gobiidae","AT12-1-5-1",0.66147,661.47,"Sub Recent","Bocas","STRI Point","new_2025",0.624404
"1237","Gobiidae","AT12-1-5-1",1.251834,1251.834,"Sub Recent","Bocas","STRI Point","new_2025",1.137789
"1238","Gobiidae","AT12-1-5-1",1.592724,1592.724,"Sub Recent","Bocas","STRI Point","new_2025",1.48762
"1239","Gobiidae","AT12-1-5-1",0.865954,865.954,"Sub Recent","Bocas","STRI Point","new_2025",0.911883
"1240","Gobiidae","AT12-1-5-1",1.28376,1283.76,"Sub Recent","Bocas","STRI Point","new_2025",1.242659
"1241","Gobiidae","AT13-10-1-1",2.478003,2478.003,"Sub Recent","Bocas","Punta Caracol","new_2025",2.040992
"1242","Gobiidae","AT13-10-1-2",1.756196,1756.196,"Sub Recent","Bocas","Punta Caracol","new_2025",1.640305
"1243","Gobiidae","AT13-10-1-2",1.218703,1218.703,"Sub Recent","Bocas","Punta Caracol","new_2025",1.233217
"1244","Gobiidae","AT13-10-1-2",1.406084,1406.084,"Sub Recent","Bocas","Punta Caracol","new_2025",1.388395
"1245","Gobiidae","AT13-10-1-2",1.312385,1312.385,"Sub Recent","Bocas","Punta Caracol","new_2025",1.254407
"1246","Gobiidae","AT13-10-2-1",1.659854,1659.854,"Sub Recent","Bocas","Punta Caracol","new_2025",1.529558
"1247","Gobiidae","AT13-10-2-1",1.330478,1330.478,"Sub Recent","Bocas","Punta Caracol","new_2025",1.192905
"1248","Gobiidae","AT13-10-3-1",0.810466,810.466,"Sub Recent","Bocas","Punta Caracol","new_2025",0.953961
"1249","Gobiidae","AT13-10-3-1",1.715874,1715.874,"Sub Recent","Bocas","Punta Caracol","new_2025",1.689063
"1250","Gobiidae","AT13-10-4-1",1.228147,1228.147,"Sub Recent","Bocas","Punta Caracol","new_2025",1.058205
"1251","Gobiidae","AT13-10-4-1",1.149058,1149.058,"Sub Recent","Bocas","Punta Caracol","new_2025",1.070135
"1252","Gobiidae","AT13-10-4-2",0.897574,897.574,"Sub Recent","Bocas","Punta Caracol","new_2025",0.989218
"1253","Gobiidae","AT13-10-4-2",1.358491,1358.491,"Sub Recent","Bocas","Punta Caracol","new_2025",1.204852
"1254","Gobiidae","AT13-10-4-2",0.714286,714.286,"Sub Recent","Bocas","Punta Caracol","new_2025",0.832884
"1255","Gobiidae","AT13-10-2-2",1.355361,1355.361,"Sub Recent","Bocas","Punta Caracol","new_2025",1.286581
"1256","Gobiidae","AT13-10-2-2",0.962913,962.913,"Sub Recent","Bocas","Punta Caracol","new_2025",0.958867
"1257","Gobiidae","AT13-10-3-2",NA,NA,"Sub Recent","Bocas","Punta Caracol","new_2025",1.181389
"1258","Gobiidae","AT13-10-3-2",1.019555,1019.555,"Sub Recent","Bocas","Punta Caracol","new_2025",1.197572
"1259","Gobiidae","AT13-10-5-1",0.914363,914.363,"Sub Recent","Bocas","Punta Caracol","new_2025",0.894134
"1260","Gobiidae","AT13-10-5-2",1.505057,1505.057,"Sub Recent","Bocas","Punta Caracol","new_2025",1.343223
"1261","Gobiidae","AT13-10-5-2",1.227242,1227.242,"Sub Recent","Bocas","Punta Caracol","new_2025",1.024949
"1262","Gobiidae","AT13-12-1-1",1.983871,1983.871,"Sub Recent","Bocas","Casa Blanca","new_2025",1.653226
"1263","Gobiidae","AT13-12-1-1",1.082028,1082.028,"Sub Recent","Bocas","Casa Blanca","new_2025",0.884159
"1264","Gobiidae","AT13-12-1-1",1.169355,1169.355,"Sub Recent","Bocas","Casa Blanca","new_2025",1.177419
"1265","Gobiidae","AT13-12-1-1",1.363356,1363.356,"Sub Recent","Bocas","Casa Blanca","new_2025",1.246431
"1266","Gobiidae","AT13-12-1-1",0.717742,717.742,"Sub Recent","Bocas","Casa Blanca","new_2025",0.766129
"1267","Gobiidae","AT13-12-1-1",1.556452,1556.452,"Sub Recent","Bocas","Casa Blanca","new_2025",1.258065
"1268","Gobiidae","AT13-12-1-1",1.008154,1008.154,"Sub Recent","Bocas","Casa Blanca","new_2025",1.049686
"1269","Gobiidae","AT13-12-1-1",0.715054,715.054,"Sub Recent","Bocas","Casa Blanca","new_2025",0.830645
"1270","Gobiidae","AT13-12-1-1",0.951613,951.613,"Sub Recent","Bocas","Casa Blanca","new_2025",0.931452
"1271","Gobiidae","AT13-12-1-1",1.403145,1403.145,"Sub Recent","Bocas","Casa Blanca","new_2025",1.207808
"1272","Gobiidae","AT13-12-1-1",0.837555,837.555,"Sub Recent","Bocas","Casa Blanca","new_2025",0.872246
"1273","Gobiidae","AT13-12-1-1",0.765683,765.683,"Sub Recent","Bocas","Casa Blanca","new_2025",0.825973
"1274","Gobiidae","AT13-12-1-1",1.371489,1371.489,"Sub Recent","Bocas","Casa Blanca","new_2025",1.398723
"1275","Gobiidae","AT13-12-1-1",1.167469,1167.469,"Sub Recent","Bocas","Casa Blanca","new_2025",1.007205
"1276","Gobiidae","AT13-12-1-1",0.883469,883.469,"Sub Recent","Bocas","Casa Blanca","new_2025",0.946679
"1277","Gobiidae","AT13-12-1-1",0.758065,758.065,"Sub Recent","Bocas","Casa Blanca","new_2025",0.900538
"1278","Gobiidae","AT13-12-1-1",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",NA
"1279","Gobiidae","AT13-12-1-2",0.943967,943.967,"Sub Recent","Bocas","Casa Blanca","new_2025",1.177064
"1280","Gobiidae","AT13-12-1-2",1.233536,1233.536,"Sub Recent","Bocas","Casa Blanca","new_2025",1.109596
"1281","Gobiidae","AT13-12-1-2",1.146309,1146.309,"Sub Recent","Bocas","Casa Blanca","new_2025",1.119463
"1282","Gobiidae","AT13-12-1-2",1.100671,1100.671,"Sub Recent","Bocas","Casa Blanca","new_2025",1.065101
"1283","Gobiidae","AT13-12-1-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",NA
"1284","Gobiidae","AT13-12-1-2",0.812258,812.258,"Sub Recent","Bocas","Casa Blanca","new_2025",0.831624
"1285","Gobiidae","AT13-12-1-2",1.54094,1540.94,"Sub Recent","Bocas","Casa Blanca","new_2025",1.436242
"1286","Gobiidae","AT13-12-1-2",0.794631,794.631,"Sub Recent","Bocas","Casa Blanca","new_2025",0.926174
"1287","Gobiidae","AT13-12-1-2",2.008213,2008.213,"Sub Recent","Bocas","Casa Blanca","new_2025",1.930905
"1288","Gobiidae","AT13-12-1-2",1.457718,1457.718,"Sub Recent","Bocas","Casa Blanca","new_2025",1.385235
"1289","Gobiidae","AT13-12-1-2",1.409396,1409.396,"Sub Recent","Bocas","Casa Blanca","new_2025",1.283221
"1290","Gobiidae","AT13-12-1-2",1.025503,1025.503,"Sub Recent","Bocas","Casa Blanca","new_2025",0.840268
"1291","Gobiidae","AT13-12-1-2",0.801342,801.342,"Sub Recent","Bocas","Casa Blanca","new_2025",0.821477
"1292","Gobiidae","AT13-12-2-1",0.918156,918.156,"Sub Recent","Bocas","Casa Blanca","new_2025",0.914094
"1293","Gobiidae","AT13-12-2-1",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.103356
"1294","Gobiidae","AT13-12-2-1",1.200537,1200.537,"Sub Recent","Bocas","Casa Blanca","new_2025",1.099875
"1295","Gobiidae","AT13-12-2-1",0.854822,854.822,"Sub Recent","Bocas","Casa Blanca","new_2025",0.686456
"1296","Gobiidae","AT13-12-2-1",1.201497,1201.497,"Sub Recent","Bocas","Casa Blanca","new_2025",0.974896
"1297","Gobiidae","AT13-12-2-1",0.899068,899.068,"Sub Recent","Bocas","Casa Blanca","new_2025",1.01114
"1298","Gobiidae","AT13-12-2-1",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.310067
"1299","Gobiidae","AT13-12-2-1",0.853691,853.691,"Sub Recent","Bocas","Casa Blanca","new_2025",0.869799
"1300","Gobiidae","AT13-12-2-1",0.765006,765.006,"Sub Recent","Bocas","Casa Blanca","new_2025",0.881179
"1301","Gobiidae","AT13-12-2-1",1.35056,1350.56,"Sub Recent","Bocas","Casa Blanca","new_2025",1.25701
"1302","Gobiidae","AT13-12-2-1",1.023555,1023.555,"Sub Recent","Bocas","Casa Blanca","new_2025",0.948962
"1303","Gobiidae","AT13-12-2-1",0.989332,989.332,"Sub Recent","Bocas","Casa Blanca","new_2025",1.000736
"1304","Gobiidae","AT13-12-2-2",0.922961,922.961,"Sub Recent","Bocas","Casa Blanca","new_2025",0.980991
"1305","Gobiidae","AT13-12-2-2",0.974067,974.067,"Sub Recent","Bocas","Casa Blanca","new_2025",1.000453
"1306","Gobiidae","AT13-12-2-2",1.529254,1529.254,"Sub Recent","Bocas","Casa Blanca","new_2025",1.38803
"1307","Gobiidae","AT13-12-2-2",1.529254,1529.254,"Sub Recent","Bocas","Casa Blanca","new_2025",1.444519
"1308","Gobiidae","AT13-12-2-2",1.210491,1210.491,"Sub Recent","Bocas","Casa Blanca","new_2025",1.011432
"1309","Gobiidae","AT13-12-2-2",0.882313,882.313,"Sub Recent","Bocas","Casa Blanca","new_2025",0.960323
"1310","Gobiidae","AT13-12-2-2",1.413729,1413.729,"Sub Recent","Bocas","Casa Blanca","new_2025",1.382559
"1311","Gobiidae","AT13-12-2-2",1.384912,1384.912,"Sub Recent","Bocas","Casa Blanca","new_2025",1.230662
"1312","Gobiidae","AT13-12-2-2",0.796602,796.602,"Sub Recent","Bocas","Casa Blanca","new_2025",0.860188
"1313","Gobiidae","AT13-12-3-1",1.170564,1170.564,"Sub Recent","Bocas","Casa Blanca","new_2025",1.203276
"1314","Gobiidae","AT13-12-3-1",0.771505,771.505,"Sub Recent","Bocas","Casa Blanca","new_2025",0.846774
"1315","Gobiidae","AT13-12-3-1",0.897849,897.849,"Sub Recent","Bocas","Casa Blanca","new_2025",0.77957
"1316","Gobiidae","AT13-12-3-1",0.726926,726.926,"Sub Recent","Bocas","Casa Blanca","new_2025",0.785981
"1317","Gobiidae","AT13-12-3-1",1.133604,1133.604,"Sub Recent","Bocas","Casa Blanca","new_2025",1.130804
"1318","Gobiidae","AT13-12-3-1",0.932935,932.935,"Sub Recent","Bocas","Casa Blanca","new_2025",1.02957
"1319","Gobiidae","AT13-12-3-1",1.068548,1068.548,"Sub Recent","Bocas","Casa Blanca","new_2025",0.818548
"1320","Gobiidae","AT13-12-3-1",0.953056,953.056,"Sub Recent","Bocas","Casa Blanca","new_2025",1.064524
"1321","Gobiidae","AT13-12-3-1",0.965054,965.054,"Sub Recent","Bocas","Casa Blanca","new_2025",0.978495
"1322","Gobiidae","AT13-12-3-1",1.800202,1800.202,"Sub Recent","Bocas","Casa Blanca","new_2025",1.759839
"1323","Gobiidae","AT13-12-3-1",1.518458,1518.458,"Sub Recent","Bocas","Casa Blanca","new_2025",1.519595
"1324","Gobiidae","AT13-12-3-1",0.795929,795.929,"Sub Recent","Bocas","Casa Blanca","new_2025",0.993359
"1325","Gobiidae","AT13-12-3-1",1.410527,1410.527,"Sub Recent","Bocas","Casa Blanca","new_2025",1.329297
"1326","Gobiidae","AT13-12-3-1",1.092996,1092.996,"Sub Recent","Bocas","Casa Blanca","new_2025",1.337283
"1327","Gobiidae","AT13-12-3-1",1.15439,1154.39,"Sub Recent","Bocas","Casa Blanca","new_2025",1.181298
"1328","Gobiidae","AT13-12-3-1",0.807265,807.265,"Sub Recent","Bocas","Casa Blanca","new_2025",0.873865
"1329","Gobiidae","AT13-12-3-1",1.027918,1027.918,"Sub Recent","Bocas","Casa Blanca","new_2025",1.011773
"1330","Gobiidae","AT13-12-3-1",0.926337,926.337,"Sub Recent","Bocas","Casa Blanca","new_2025",0.990918
"1331","Gobiidae","AT13-12-3-2",0.972486,972.486,"Sub Recent","Bocas","Casa Blanca","new_2025",0.94002
"1332","Gobiidae","AT13-12-3-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",0.817794
"1333","Gobiidae","AT13-12-3-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.108178
"1334","Gobiidae","AT13-12-3-2",0.839498,839.498,"Sub Recent","Bocas","Casa Blanca","new_2025",0.901865
"1335","Gobiidae","AT13-12-3-2",1.18633,1186.33,"Sub Recent","Bocas","Casa Blanca","new_2025",1.154155
"1336","Gobiidae","AT13-12-3-2",1.455246,1455.246,"Sub Recent","Bocas","Casa Blanca","new_2025",1.439033
"1337","Gobiidae","AT13-12-3-2",0.763569,763.569,"Sub Recent","Bocas","Casa Blanca","new_2025",0.755216
"1338","Gobiidae","AT13-12-3-2",0.778269,778.269,"Sub Recent","Bocas","Casa Blanca","new_2025",0.817947
"1339","Gobiidae","AT13-12-3-2",0.907535,907.535,"Sub Recent","Bocas","Casa Blanca","new_2025",1.084882
"1340","Gobiidae","AT13-12-3-2",0.941638,941.638,"Sub Recent","Bocas","Casa Blanca","new_2025",0.957965
"1341","Gobiidae","AT13-12-3-2",0.756224,756.224,"Sub Recent","Bocas","Casa Blanca","new_2025",0.846725
"1342","Gobiidae","AT13-12-3-2",NA,NA,"Sub Recent","Bocas","Casa Blanca","new_2025",1.043743
"1343","Gobiidae","AT13-12-3-2",1.620931,1620.931,"Sub Recent","Bocas","Casa Blanca","new_2025",1.468045
"1344","Gobiidae","AT13-12-3-2",1.074979,1074.979,"Sub Recent","Bocas","Casa Blanca","new_2025",0.997852
"1345","Gobiidae","AT13-12-3-2",1.383869,1383.869,"Sub Recent","Bocas","Casa Blanca","new_2025",1.230952
"1346","Gobiidae","AT13-12-3-2",0.801836,801.836,"Sub Recent","Bocas","Casa Blanca","new_2025",0.916868
"1347","Gobiidae","AT13-12-3-2",1.719389,1719.389,"Sub Recent","Bocas","Casa Blanca","new_2025",1.542483
"1348","Gobiidae","AT13-12-3-2",0.930657,930.657,"Sub Recent","Bocas","Casa Blanca","new_2025",0.967663
"1349","Gobiidae","AT13-12-3-2",1.032572,1032.572,"Sub Recent","Bocas","Casa Blanca","new_2025",1.026746
"1350","Gobiidae","AT13-12-3-2",1.4008,1400.8,"Sub Recent","Bocas","Casa Blanca","new_2025",1.29301
"1351","Gobiidae","AT13-12-3-2",1.327854,1327.854,"Sub Recent","Bocas","Casa Blanca","new_2025",1.173846
"1352","Gobiidae","AT13-12-3-2",0.885129,885.129,"Sub Recent","Bocas","Casa Blanca","new_2025",1.049194
"1353","Gobiidae","AT13-12-4-1",0.78224,782.24,"Sub Recent","Bocas","Casa Blanca","new_2025",0.996517
"1354","Gobiidae","AT13-12-4-1",1.987969,1987.969,"Sub Recent","Bocas","Casa Blanca","new_2025",1.685706
"1355","Gobiidae","AT13-12-4-1",1.694129,1694.129,"Sub Recent","Bocas","Casa Blanca","new_2025",1.387308
"1356","Gobiidae","AT13-12-4-1",0.772867,772.867,"Sub Recent","Bocas","Casa Blanca","new_2025",0.836363
"1357","Gobiidae","AT13-12-4-1",0.685911,685.911,"Sub Recent","Bocas","Casa Blanca","new_2025",0.817453
